سَيَّارَةٌ			[sayyārah] 汽车〈名〉
طَائِرَةٌ			[ṭā’irah] 飞机〈名〉
قِطَارٌ			[qiṭār] 火车〈名〉
قَرَأَ			[qara’a] 阅读，朗读〈动〉
كَتَبَ			[kataba] 书写，写作〈动〉
ذَهَبَ			[dhahaba] 去，前往〈动〉
جَاءَ			[jā’a] 来，到达〈动〉
رَأَى			[ra’ā] 看见，认为〈动〉
سَمِعَ			[sami‘a] 听见，听〈动〉
تَكَلَّمَ			[takallama] 说话，讲（某语言）〈动〉
أَكَلَ			[’akala] 吃〈动〉
شَرِبَ			[shariba] 喝〈动〉
نَامَ			[nāma] 睡觉〈动〉
اسْتَيْقَظَ			[istayqaẓa] 醒来，起床〈动〉
عَمِلَ			[‘amila] 工作，做〈动〉
فَهِمَ			[fahima] 理解，明白〈动〉
عَرَفَ			[‘arafa] 知道，认识〈动〉
قَالَ			[qāla] 说〈动〉
فَعَلَ			[fa‘ala] 做，行动〈动〉
سَأَلَ			[sa’ala] 询问，提问〈动〉
أَجَابَ			[’ajāba] 回答〈动〉
أَحَبَّ			[’aḥabba] 喜爱，爱〈动〉
وَجَدَ			[wajada] 找到，发现〈动〉
كَبِيرٌ			[kabīr] 大的，重要的〈形〉
صَغِيرٌ			[ṣaghīr] 小的，年幼的〈形〉
جَدِيدٌ			[jadīd] 新的〈形〉
قَدِيمٌ			[qadīm] 旧的，古老的〈形〉
جَمِيلٌ			[jamīl] 美丽的，好的〈形〉
سَرِيعٌ			[sarī‘] 快的，迅速的〈形〉
بَطِيءٌ			[baṭī’] 慢的，迟缓的〈形〉
صَعْبٌ			[ṣa‘b] 困难的，艰巨的〈形〉
سَهْلٌ			[sahl] 容易的，平坦的〈形〉
قَرِيبٌ			[qarīb] 近的，亲近的〈形〉
بَعِيدٌ			[ba‘īd] 远的〈形〉
كَثِيرٌ			[kathīr] 多的，许多的〈形〉
قَلِيلٌ			[qalīl] 少的，少量的〈形〉
حَارٌّ			[ḥārr] 热的，炎热的〈形〉
بَارِدٌ			[bārid] 冷的，寒冷的〈形〉
طَوِيلٌ			[ṭawīl] 长的，高大的〈形〉
قَصِيرٌ			[qaṣīr] 短的，矮的〈形〉
فِي			[fī] 在……里，在……中〈介〉
مِنْ			[min] 从，来自；由……构成〈介〉
إِلَى			[’ilā] 向，到，至〈介〉
عَلَى			[‘alā] 在……之上，按照〈介〉
عَنْ			[‘an] 关于，离开，代表〈介〉
مَعَ			[ma‘a] 同，和，与〈介〉
بَيْنَ			[bayna] 在……之间〈介〉
قَبْلَ			[qabla] 在……之前〈介〉
بَعْدَ			[ba‘da] 在……之后〈介〉
تَحْتَ			[taḥta] 在……之下〈介〉
فَوْقَ			[fawqa] 在……上方〈介〉
وَ			[wa] 和，与，并且〈连〉
أَوْ			[’aw] 或者〈连〉
ثُمَّ			[thumma] 然后，接着〈连〉
لَكِنَّ			[lākinna] 但是，然而〈连〉
لِأَنَّ			[li’anna] 因为〈连〉
نَعَمْ			[na‘am] 是的，对〈助〉
لَا			[lā] 不，不是，没有〈助〉
اقْتِصَادٌ			[iqtiṣād] 经济，节约〈名〉
حُكُومَةٌ			[ḥukūmah] 政府，内阁〈名〉
مُجْتَمَعٌ			[mujtama‘] 社会〈名〉
ثَقَافَةٌ			[thaqāfah] 文化，教养〈名〉
تَعْلِيمٌ			[ta‘līm] 教育，教学〈名〉
صِنَاعَةٌ			[ṣinā‘ah] 工业，制造业〈名〉
زِرَاعَةٌ			[zirā‘ah] 农业，种植业〈名〉
تِجَارَةٌ			[tijārah] 贸易，商业〈名〉
سِيَاسَةٌ			[siyāsah] 政治，政策〈名〉
قَانُونٌ			[qānūn] 法律，法则〈名〉
عَلَاقَةٌ			[‘alāqah] 关系，联系〈名〉
مَشْرُوعٌ			[mashrū‘] 项目，工程；合法的〈名〉
فُرْصَةٌ			[furṣah] 机会，机遇〈名〉
مُؤْتَمَرٌ			[mu’tamar] 会议，大会〈名〉
اتِّفَاقِيَّةٌ			[ittifāqiyyah] 条约，协定〈名〉
مَسْؤُولِيَّةٌ			[mas’ūliyyah] 责任，职责〈名〉
تَطْوِيرٌ			[taṭwīr] 发展，开发，改良〈名〉
تَغْيِيرٌ			[taghyīr] 改变，变革〈名〉
نَجَاحٌ			[najāḥ] 成功，胜利〈名〉
تَحَدٍّ			[taḥaddin] 挑战〈名〉
مَنْهَجٌ			[manhaj] 方法，方针，课程大纲〈名〉
مُسْتَوًى			[mustawan] 水平，层次〈名〉
دَوْرٌ			[dawr] 角色，作用，轮次〈名〉
شَرِكَةٌ			[sharikah] 公司，企业〈名〉
عَمَلِيَّةٌ			[‘amaliyyah] 过程，操作；手术〈名〉
سَاعَدَ			[sā‘ada] 帮助，协助（Form III）〈动〉
حَاوَلَ			[ḥāwala] 尝试，企图（Form III）〈动〉
شَارَكَ			[shāraka] 参与，分享（Form III）〈动〉
وَافَقَ			[wāfaqa] 同意，赞同（Form III）〈动〉
أَرْسَلَ			[’arsala] 派遣，发送（Form IV）〈动〉
أَعْلَنَ			[’a‘lana] 宣布，公布（Form IV）〈动〉
أَصْبَحَ			[’aṣbaḥa] 变得，成为（Form IV）〈动〉
تَعَلَّمَ			[ta‘allama] 学习，求知（Form V）〈动〉
تَغَيَّرَ			[taghayyara] 改变，变动（Form V）〈动〉
تَقَدَّمَ			[taqaddama] 前进，进步（Form V）〈动〉
تَعَاوَنَ			[ta‘āwana] 协作，互相合作（Form VI）〈动〉
تَنَاوَلَ			[tanāwala] 探讨；吃喝（Form VI）〈动〉
انْطَلَقَ			[inṭalaqa] 出发，启航，展开（Form VII）〈动〉
اجْتَمَعَ			[ijtama‘a] 集合，开会（Form VIII）〈动〉
احْتَرَمَ			[iḥtarama] 尊敬，尊重（Form VIII）〈动〉
اسْتَخْدَمَ			[istakhdama] 使用，利用（Form X）〈动〉
اسْتَفَادَ			[istafāda] 获益，利用（Form X）〈动〉
اسْتَمَرَّ			[istamarra] 继续，持续（Form X）〈动〉
سِيَادَةٌ			[siyādah] 主权，统治权〈名〉
اسْتِرَاتِيجِيَّةٌ			[istrātījiyyah] 战略，策略〈名〉
تَضَامُنٌ			[taḍāmun] 声援，团结互助〈名〉
شَفَافِيَّةٌ			[shaffāfiyyah] 透明度〈名〉
اسْتِدَامَةٌ			[istidāmah] 可持续性〈名〉
ازْدِهَارٌ			[izdihār] 繁荣，昌盛〈名〉
تَوَافُقٌ			[tawāfuq] 共识，契合，一致〈名〉
نُفُوذٌ			[nufūdh] 影响力，势力〈名〉
هَيْمَنَةٌ			[haymanah] 霸权，支配，控制〈名〉
تَكَتُّلٌ			[takattul] 集团，同盟，集团化〈名〉
تَسْوِيَةٌ			[taswiyah] 调解，解决，和解〈名〉
مُرُونَةٌ			[murūnah] 弹性，灵活性〈名〉
جَدْوَى			[jadwā] 可行性，益处，收益〈名〉
حَافِزٌ			[ḥāfiz] 诱因，动机，刺激因素〈名〉
تَكْرِيسٌ			[takrīs] 奉献，专心致力于〈名〉
مُعْضِلَةٌ			[mu‘ḍilah] 困境，两难难题〈名〉
انْدِمَاجٌ			[indimāj] 融合，一体化〈名〉
جَوْهَرِيٌّ			[jawhariyy] 本质的，实质性的〈形〉
شَامِلٌ			[shāmil] 全面的，包罗万象的〈形〉
مِحْوَرِيٌّ			[miḥwariyy] 关键的，枢纽的，核心的〈形〉
بَرْمَجَةٌ			[barmajah] 编程，程序设计〈名〉
خَوَارِزْمِيَّةٌ			[khawārizmiyyah] 算法（源自数学家花拉子米）〈名〉
ذَكَاءٌ اصْطِنَاعِيٌّ			[dhakā’ iṣṭinā‘iyy] 人工智能 (AI)〈名〉
قَاعِدَةُ بَيَانَاتٍ			[qā‘idat bayānāt] 数据库〈名〉
شَبَكَةٌ			[shabakah] 网络〈名〉
خَادِمٌ			[khādim] 服务器 (Server)〈名〉
أَمْنٌ سِيبِرَانِيٌّ			[’amn sībīrāniyy] 网络安全 (Cybersecurity)〈名〉
تَشْفِيرٌ			[tashfīr] 加密 (Encryption)〈名〉
حَوْسَبَةٌ سَحَابِيَّةٌ			[ḥawsabah saḥābiyyah] 云计算 (Cloud Computing)〈名〉
مُعَالَجَةُ اللُّغَاتِ الطَّبِيعِيَّةِ			[mu‘ālajat al-lughāt] 自然语言处理 (NLP)〈名〉
نِظَامُ تَشْغِيلٍ			[niẓām tashghīl] 操作系统 (OS)〈名〉
مَفْتُوحُ المَصْدَرِ			[maftūḥ al-maṣdar] 开源的 (Open Source)〈形〉
وَاجِهَةُ بَرْمَجَةِ التَّطْبِيقَاتِ			[wājihah] 应用程序编程接口 (API)〈名〉
تَعَلُّمُ الآلَةِ			[ta‘allum al-’ālah] 机器学习 (Machine Learning)〈名〉
بَيَانَاتٌ ضَخْمَةٌ			[bayānāt ḍakhmah] 大数据 (Big Data)〈名〉
تَطْبِيقٌ			[taṭbīq] 应用，软件 App〈名〉
مُطَوِّرٌ			[muṭawwir] 开发者，开发工程师〈名〉
شَفْرَةٌ بَرْمَجِيَّةٌ			[shafrah barmajiyyah] 代码，源码〈名〉
مُتَصَفِّحٌ			[mutaṣaffiḥ] 浏览器〈名〉
تَخْزِينٌ			[takhzīn] 存储，储存〈名〉
تَضَخُّمٌ			[taḍakhkhum] 通货膨胀〈名〉
سِعْرُ الفَائِدَةِ			[si‘r al-fā’idah] 利率〈名〉
عَجْزُ المِيزَانِيَّةِ			[‘ajz al-mīzāniyyah] 预算赤字〈名〉
اسْتِثْمَارٌ			[istithmār] 投资，资本投入〈名〉
سُوقُ الأَسْهُمِ			[sūq al-’ashum] 股票市场，股市〈名〉
سَنَدَاتٌ			[sanadāt] 债券〈名〉
سُيُولَةٌ نَقْدِيَّةٌ			[suyūlah naqdiyyah] 现金流动性〈名〉
صَادِرَاتٌ			[ṣādirāt] 出口产品，出口额〈名〉
وَارِدَاتٌ			[wāridāt] 进口产品，进口额〈名〉
عَقْدٌ			[‘aqd] 合同，契约〈名〉
إِفْلَاسٌ			[’iflās] 破产〈名〉
حِصَّةٌ سُوقِيَّةٌ			[ḥiṣṣah sūqiyyah] 市场份额〈名〉
أَرْبَاحٌ			[’arbāḥ] 利润，收益〈名〉
خَسَائِرٌ			[khasā’ir] 亏损，损失〈名〉
انْدِمَاجٌ وَاسْتِحْوَاذٌ			[indimāj wa-stiḥwādh] 并购 (M&A)〈名〉
مَصْرِفٌ مَرْكَزِيٌّ			[maṣrif markaziyy] 中央银行〈名〉
ضَرِيبَةُ القِيمَةِ المُضَافَةِ			[ḍarībah] 增值税 (VAT)〈名〉
تَأْمِينٌ			[ta’mīn] 保险〈名〉
عَوْلَمَةٌ			[‘awlamah] 全球化〈名〉
رَأْسُمَالٌ			[ra’sumāl] 资本，资产〈名〉
سَفَارَةٌ			[safārah] 大使馆〈名〉
سَفِيرٌ			[safīr] 大使〈名〉
قِمَّةٌ			[qimmah] 峰会，首脑会议〈名〉
مُعَاهَدَةٌ			[mu‘āhadah] 公约，条约〈名〉
عُقُوبَاتٌ دَوْلِيَّةٌ			[‘uqūbāt] 国际制裁〈名〉
بَرَاعَةٌ دِبْلُومَاسِيَّةٌ			[barā‘ah diblūmāsiyyah] 外交智慧与技巧〈名〉
وَقْفُ إِطْلَاقِ النَّارِ			[waqf ’iṭlāq an-nār] 停火，停战〈名〉
قَرَارُ مَجْلِسِ الأَمْنِ			[qarār] 安理会决议〈名〉
حِصَانَةٌ دِبْلُومَاسِيَّةٌ			[ḥiṣānah] 外交豁免权〈名〉
حُسْنُ الجِوَارِ			[ḥusn al-jiwār] 睦邻友好〈名〉
عُضْوِيَّةٌ			[‘uḍwiyyah] 会员资格，席位〈名〉
بَيَانٌ خِتَامِيٌّ			[bayān khitāmiyy] 闭幕公报，联合声明〈名〉
وَسَاطَةٌ			[wasāṭah] 斡旋，居中调停〈名〉
اسْتِفْتَاءٌ شَعْبِيٌّ			[istiftā’] 全民公投〈名〉
حُقُوقُ الإِنْسَانِ			[ḥuqūq al-’insān] 人权〈名〉
تَشْخِيصٌ			[tashkhīṣ] 诊断〈名〉
عِلَاجٌ			[‘ilāj] 治疗，疗法〈名〉
جِرَاحَةٌ			[jirāḥah] 外科，外科学〈名〉
لِقَاحٌ			[liqāḥ] 疫苗〈名〉
مَنَاعَةٌ			[manā‘ah] 免疫力，免疫系统〈名〉
وَبَاءٌ			[wabā’] 流行病，瘟疫〈名〉
أَعْرَاضٌ			[’a‘rāḍ] 症状〈名〉
مُضَادٌّ حَيَوِيٌّ			[muḍādd ḥayawiyy] 抗生素〈名〉
وَصْفَةٌ طِبِّيَّةٌ			[waṣfah ṭibbiyyah] 处方〈名〉
ضَغْطُ الدَّمِ			[ḍaghṭ ad-dam] 血压〈名〉
السُّكَّرِيُّ			[as-sukkariyy] 糖尿病〈名〉
عِنَايَةٌ مُرَكَّزَةٌ			[‘ināyah murakkazah] 重症监护 (ICU)〈名〉
فَحْصٌ شُعَاعِيٌّ			[faḥṣ shu‘ā‘iyy] 放射检查，X光/CT检查〈名〉
عَدْوَى			[‘adwā] 感染，传染〈名〉
تَأْهِيلٌ طِبِّيٌّ			[ta’hīl ṭibbiyy] 康复医疗〈名〉
دُسْتُورٌ			[dustūr] 宪法〈名〉
مَحْكَمَةٌ			[maḥkamah] 法院，法庭〈名〉
قَاضٍ			[qāḍin] 法官〈名〉
مُحَامٍ			[muḥāmin] 律师，辩护人〈名〉
دَعْوَى قَضَائِيَّةٌ			[da‘wā qaḍā’iyyah] 诉讼，官司〈名〉
بَرَاءَةٌ			[barā’ah] 无罪释放，清白〈名〉
تَعْوِيضٌ			[ta‘wīḍ] 赔偿，赔偿金〈名〉
مِلْكِيَّةٌ فِكْرِيَّةٌ			[milkiyyah fikriyyah] 知识产权〈名〉
تَحْكِيمٌ تِجَارِيٌّ			[taḥkīm tijāriyy] 商事仲裁〈名〉
شَاهِدٌ			[shāhid] 证人〈名〉
جِنَايَةٌ			[jināyah] 重罪〈名〉
اسْتِئْنَافٌ			[isti’nāf] 上诉〈名〉
نَافِذُ المَفْعُولِ			[nāfidh al-maf‘ūl] 生效的，有法律效力的〈形〉
بُطْلَانٌ			[buṭlān] 无效，废止〈名〉
قُوَّةٌ قَاهِرَةٌ			[quwwah qāhirah] 不可抗力〈名〉
الصَّبْرُ مِفْتَاحُ الفَرَجِ			[aṣ-ṣabru miftāḥu al-faraj] 忍耐是胜利之匙（苦尽甘来）〈成语〉
الوَقْتُ كَالسَّيْفِ			[al-waqtu ka-s-sayf] 光阴似剑（一寸光阴一寸金）〈格言〉
طَلَبُ العِلْمِ مِنَ المَهْدِ إِلَى اللَّحْدِ			[ṭalabu al-‘ilm] 活到老学到老（从摇篮求知到坟墓）〈格言〉
رُبَّ ضَارَّةٍ نَافِعَةٌ			[rubba ḍārratin nāfi‘ah] 塞翁失马，焉知非福〈成语〉
يَدٌ وَاحِدَةٌ لَا تُصَفِّقُ			[yadun wāḥidatun lā tuṣaffiq] 孤掌难鸣（团结力量大）〈熟语〉
لَا دُخَانَ بِلَا نَارٍ			[lā dukhāna bilā nār] 无风不起浪（事出必有因）〈成语〉
مَنْ جَدَّ وَجَدَ			[man jadda wajada] 天道酬勤（一分耕耘一分收获）〈格言〉
العَقْلُ السَّلِيمُ فِي الجِسْمِ السَّلِيمِ			[al-‘aqlu as-salīm] 健全的精神寓于健全的体魄〈格言〉
عَلَى أَهْلِ العَزْمِ تَأْتِي العَزَائِمُ			[‘alā ’ahli al-‘azm] 唯志者事竟成（名诗人穆太奈比名句）〈诗句格言〉
حَبْلُ الكَذِبِ قَصِيرٌ			[ḥablu al-kadhibi qaṣīr] 谎言腿短（若要人不知，除非己莫为）〈熟语〉
ك-ت-ب (كَتَبَ)			[k-t-b] 【书写/记录】派生: كِتَاب(书) مَكْتَب(办公桌) مَكْتَبَة(图书馆) كَاتِب(作者)〈词根〉
د-ر-س (دَرَسَ)			[d-r-s] 【学习/研读】派生: دَرْس(功课) مُدَرِّس(教师) مَدْرَسَة(学校) دِرَاسَة(学业/研究)〈词根〉
ع-ل-م (عَلِمَ)			[‘-l-m] 【知识/认知】派生: عِلْم(科学/知识) عَالِم(学者) مُعَلِّم(导师) مَعْلُومَة(资讯/信息)〈词根〉
س-ل-م (سَلِمَ)			[s-l-m] 【平安/和平】派生: سَلَام(和平) إِسْلَام(伊斯兰) سَلَامَة(安全) مُسْلِم(穆斯林)〈词根〉
ح-ك-م (حَكَمَ)			[ḥ-k-m] 【审判/智慧/统治】派生: حُكْم(裁决) حِكْمَة(智慧) حَاكِم(统治者) حُكُومَة(政府) مَحْكَمَة(法院)〈词根〉
ع-م-ل (عَمِلَ)			[‘-m-l] 【工作/践行】派生: عَمَل(工作) عَامِل(工人) عَمَلِيَّة(过程/操作) مُعَامَلَة(对待/交易)〈词根〉
ص-ن-ع (صَنَعَ)			[ṣ-n-‘] 【制造/工艺】派生: صِنَاعَة(工业) مَصْنَع(工厂) صَانِع(工匠/制造者) مَصْنُوعَات(制品)〈词根〉
ش-ر-ك (شَرِكَ)			[sh-r-k] 【分享/伙伴】派生: شَرِكَة(公司) شَرِيك(合伙人) مُشَارَكَة(参与) اشْتِرَاك(订阅/会费)〈词根〉
ن-ظ-م (نَظَمَ)			[n-ẓ-m] 【组织/规整】派生: نِظَام(制度/系统) تَنْظِيم(组织/规划) مُنَظَّمَة(国际机构/组织) مُنْتَظِم(有规律的)〈词根〉
ن-ق-ل (نَقَلَ)			[n-q-l] 【迁移/运输/转述】派生: نَقْل(运输/交通) مَنْقُول(转让的/活动动产) انْتِقَال(转移/过渡) نَاقِلَة(运输机/油轮)〈词根〉
أن			[’anna] 确实，那（从属连词）〈连〉
قد			[qad] 已经；可能，也许〈助〉
هل			[hal] 是否，吗（疑问助词）〈助〉
يا			[yā] 呀，啊（呼唤助词）〈助〉
لم			[lam] 未，没有（否定过去式）〈助〉
كان			[kāna] 是，过去曾经是〈动〉
كلّ			[kull] 全部，所有，每个〈名〉
الآن			[al-’ān] 现在，此时此刻〈副〉
فقط			[fqṭ] 正直的；合理的；正确的〈名〉
الذي			[alladhī] 那个（阳性关系代词）〈代〉
كن			[kn] 是；表示；在〈名〉
أجل			[’ajl] 赞成票；投赞成票者；永远〈名〉
لن			[ln] 变宽厚；变温和；动怜悯之心〈名〉
يجب			[yjb] 必须；有；拥有〈名〉
أنه			[’annahu] 他确实，即是他〈连〉
أمر			[’amr] 命令〈名〉
كيّف			[kyyf] 调整过的；调节了的〈名〉
سوف			[swf] 的第二人称单数现在式〈名〉
حسنًا			[ḥsnanā] 没问题的〈名〉
أيّ			[’ayy] 任何的；任何〈名〉
لي			[ly] 背风处；避风处；下风处〈名〉
إذا			[’idhā] 如果，假如；突然〈连〉
عندما			[‘ndmā] 一次；曾经；一旦〈名〉
كانت			[kānt] 康德〈名〉
الأمر			[āl’amr] 命令〈名〉
لماذا			[lmādhā] 为什么；原因；理由〈名〉
عد			[‘d] 自然增加；产生；应计〈名〉
حتى			[ḥattā] 直至，甚至，为了〈介〉
ها			[hā] 嘿；哈；哈哈〈名〉
كذلك			[kdhlk] 同上；同上符号；很相似的人〈名〉
ربّما			[rbbmā] 也许；大概〈名〉
لو			[lw] 卢〈名〉
إن			[’inna] 确实，真的（句首强调词）〈连〉
شخّص			[shkhkhṣ] 诊断〈名〉
أيّن			[’ayyn] 使离子化；电离〈名〉
أريد			[’aryd] 的过去式和过去分词〈名〉
عضّ			[‘ḍḍ] 的过去分词〈名〉
صحيح			[ṣḥyḥ] 正确的；合适的；改正〈名〉
مثّل			[mthl] 例子；榜样；作为…的例子〈名〉
دي			[dy] 总督〈名〉
أحدّ			[’aḥdd] 灵敏的；尖锐的〈名〉
له			[lh] 他的；组氨酸〈名〉
أكثر			[’akthr] 更远的；此外的；更多的〈名〉
الوقت			[ālwqt] 时间；时侯；时机〈名〉
جيّد			[jyyd] 善行；好处；利益〈名〉
أعلم			[’a‘lm] 通知；使了解；使充满〈名〉
آخر			[’ākhr] 另外的；再一的；不同的〈名〉
لذا			[ldhā] 如此；如是；如那样〈名〉
يمكّن			[ymkkn] 使能够；提供做…的权利；使可能〈名〉
أفضل			[’afḍl] 较好的；比较好〈名〉
كلا			[klā] 否；不；不仅如此〈名〉
يبدو			[ybdw] 好像；仿佛〈名〉
اليوم			[al-yawm] 今天，现今〈名〉
سبّب			[sbbb] 引起〈名〉
غير			[ghyr] 狄斯；阴间；冥府〈名〉
أليس			[’alys] 埃利斯〈名〉
منذ			[mndh] 以前〈名〉
الرّجل			[ālrrjl] 小弟弟；小家伙〈名〉
واحد			[wāḥd] 一；任何人；一个〈名〉
منزّل			[mnzzl] 使降级；使降职〈名〉
نا			[nā] 我们的〈名〉
الناس			[ālnās] 人们；父母；亲人〈名〉
الكثير			[ālkthyr] 多数；多数人；许多的〈名〉
أوه			[’awh] 哦〈名〉
رائع			[rā’i‘] 令人惊异的〈名〉
بهذا			[bhdhā] 于是；关于这个〈名〉
جدًّا			[jddanā] 令人惊讶地〈名〉
آسف			[’āsf] 惋惜的；遗憾的；抱歉的〈名〉
بذلك			[bdhlk] 因此〈名〉
دون			[dwn] 邓恩〈名〉
ولا			[wlā] 也不；也没有；或非〈名〉
أني			[’any] 安妮〈名〉
العمل			[āl‘ml] 行动；活动；动作〈名〉
خارج			[khārj] 离开；退场〈名〉
يحدث			[yḥdth] 结果；归结〈名〉
بالطبع			[bālṭb‘] 当然地〈名〉
شكرا			[shkrā] 感谢；谢意；谢忱〈名〉
طبّع			[ṭbb‘] 使常态化；使合标准；使合规格〈名〉
الطبع			[ālṭb‘] 版画复制〈名〉
مرحبًا			[mrḥbanā] 大街；途径；林荫大道〈名〉
لها			[lhā] 她的〈名〉
هكذا			[hkdhā] 原文如此〈名〉
المكان			[ālmkān] 轨迹；地点；所在地〈名〉
شكّل			[shkkl] 建立；指定；成立〈名〉
أمي			[’amy] 艾米〈名〉
لذلك			[ldhlk] 因此；从此〈名〉
اللّيلة			[ālllylah] 今晚；今夜〈名〉
إلهي			[’ilhy] 传福音的人；诵读福音书的人〈名〉
الحقيقة			[ālḥqyqah] 事实；现实；现状〈名〉
لـ			[l] 为；因为；至于〈名〉
نفسُك			[nfsuk] 你自己〈名〉
حوْلَ			[ḥwla] 包围；在周围；四处〈名〉
مجرد			[mjrd] 抽象的；深奥的；摘要〈名〉
حقا			[ḥqā] 实在；的确；真的〈名〉
نفّس			[nffs] 使消散；发泄〈名〉
أمور			[’amwr] 事项；事态；事件〈名〉
المنزل			[ālmnzl] 住所；住处；的过去式和过去分词〈名〉
بالتّأكيد			[bāltt’akyd] 确实地；无疑地；确信地〈名〉
الذّهاب			[āldhdhhāb] 去；往；到〈名〉
التّأكيد			[āltt’akyd] 强调；重读；带着…口音讲话〈名〉
العالم			[āl‘ālm] 学者；文人；书商〈名〉
خلال			[khlāl] 穿越；从头至尾；穿过〈名〉
لنا			[lnā] 我们的〈名〉
أوّل			[’awwl] 最初的；最重要的；在最前〈名〉
توقّف			[twqqf] 停止；停下来〈名〉
اللّعنة			[ālll‘nah] 令人厌恶的人；强烈的遣责；诅咒〈名〉
داخل			[dākhl] 进入的〈名〉
للغاية			[llghāyah] 拼命地；绝望地；极度地〈名〉
عام			[‘ām] 装杂物的容器；地方；截流器〈名〉
المال			[ālmāl] 金钱；一笔款；财富〈名〉
يعني			[y‘ny] 隐含；暗示；意味着〈名〉
متى			[mtā] 当的时候；何时；什么时候〈名〉
لحظة			[lḥẓah] 片刻；一会儿〈名〉
الشيء			[ālshy’] 某事；某物〈名〉
النّسبة			[ālnnsbah] 归属〈名〉
نفسي			[nfsy] 我自己；我亲自；我独自〈名〉
طفل			[ṭfl] 儿童；小孩〈名〉
سيدة			[sydah] 圣母玛利亚；圣母像〈名〉
أقل			[’aql] 较少的〈名〉
ثانيةً			[thānyahan] 再一次；又；到原处〈名〉
نوّع			[nww‘] 把分类；把归为一类；协调〈名〉
السيد			[ālsyd] 绅士〈名〉
الحياة			[ālḥyāah] 活力〈名〉
انظر			[ānẓr] 看到；注视；看〈名〉
أشعر			[’ash‘r] 通知；通告；报告〈名〉
الطّريق			[ālṭṭryq] 大街；途径；林荫路〈名〉
حيث			[ḥyth] 在什么上面；在那上面〈名〉
ذين			[dhyn] 你的东西；你的〈名〉
بدون			[bdwn] 没有；不；在之外〈名〉
سنوات			[snwāt] 年；你们的〈名〉
ثلاثة			[thlāthah] 三；三个〈名〉
وحيد			[wḥyd] 无伴侣的〈名〉
الشّرطة			[ālshrṭah] 警察部队〈名〉
لَكَمَ			[lakama] 圆头；前鞍桥；鞍环〈名〉
الفعل			[ālf‘l] 动词〈名〉
الجحيم			[āljḥym] 地狱〈名〉
الأشياء			[āl’ashyā’] 所有物；财产；用具〈名〉
تعال			[t‘āl] 过来；来；到达〈名〉
واقع			[wāq‘] 处于；位于；坐落的〈名〉
وضع			[wḍ‘] 的过去式和过去分词〈名〉
بالفعل			[bālf‘l] 已经；早已〈名〉
يريد			[yryd] 寻找；探寻；企图〈名〉
خاصّ			[khāṣṣ] 特别地；特定；专设〈名〉
الشخص			[ālshkhṣ] 诅咒；坏话；家伙〈名〉
أيضًا			[’ayḍanā] 也；并且；同样地〈名〉
