de	/de/	/de/	[de] 从；的<介>
amigo	/aˈmiɡo/	/aˈmiɡo/	[aˈmiɡo] 朋友<名>
gran	/ˈɡɾan/	/ˈɡɾan/	[ˈɡɾan] 太棒了<形>
nuestro	/ˈnwestɾo/	/ˈnwestɾo/	[ˈnwestɾo] 我们的<代>
mujer	/muˈxeɾ/	/muˈxeɾ/	[muˈxeɾ] 女人<名>
mamá	/maˈma/	/maˈma/	[maˈma] 妈妈<名>
luego	/ˈlweɡo/	/ˈlweɡo/	[ˈlweɡo] 然后<副>
papá	/paˈpa/	/paˈpa/	[paˈpa] 爸爸<名>
hoy	/ˈoi/	/ˈoi/	[ˈoi] 今天<副>
tres	/ˈtɾes/	/ˈtɾes/	[ˈtɾes] 三<数>
buena	/ˈbwena/	/ˈbwena/	[ˈbwena] 好<名>
necesitar	/neθesiˈtaɾ/	/neθesiˈtaɾ/	[neθesiˈtaɾ] 需要<动>
dije	/ˈdixe/	/ˈdixe/	[ˈdixe] 我说<名>
oye	/ˈoʝe/	/ˈoʝe/	[ˈoʝe] 嘿<叹>
gustar	/ɡusˈtaɾ/	/ɡusˈtaɾ/	[/ɡusˈtaɾ/] 使喜欢；被喜爱<动><verb>
parte	/ˈpaɾte/	/ˈpaɾte/	[ˈpaɾte] 部分<名>
buen	/ˈbwen/	/ˈbwen/	[ˈbwen] 好<形>
conmigo	/komˈmiɡo/	/komˈmiɡo/	[komˈmiɡo] 和我一起<副>
nombre	/ˈnombɾe/	/ˈnombɾe/	[ˈnombɾe] 姓名<名>
mierda	/ˈmjeɾda/	/ˈmjeɾda/	[ˈmjeɾda] 狗屎<名>
mal	/ˈmal/	/ˈmal/	[ˈmal] 坏<名>
deber	/deˈbeɾ/	/deˈbeɾ/	[/deˈbeɾ/] 应该，必须<动>；职责<名><noun>
realmente	/reˌalˈmente/	/reˌalˈmente/	[reˌalˈmente] 真的<副>
estas	/ˈestas/	/ˈestas/	[ˈestas] 这些<代>
aún	/aˈun/	/aˈun/	[aˈun] 仍然<副>
mío	/ˈmio/	/ˈmio/	[ˈmio] 我的<代>
cada	/ˈkada/	/ˈkada/	[ˈkada] 每个<副>
visto	/ˈbisto/	/ˈbisto/	[ˈbisto] 见过<形>
importar	/impoɾˈtaɾ/	/impoɾˈtaɾ/	[/impoɾˈtaɾ/] 要紧；关系到；进口<verb>
contigo	/konˈtiɡo/	/konˈtiɡo/	[konˈtiɡo] 和你在一起<副>
hemo	/ˈemo/	/ˈemo/	[ˈemo] 血红素<名>
razón	/raˈθon/	/raˈθon/	[raˈθon] 原因<名>
alguno	/alˈɡuno/	/alˈɡuno/	[alˈɡuno] 一些<代>
tanto	/ˈtanto/	/ˈtanto/	[ˈtanto] 这么多<名>
veces	/ˈbeθes/	/ˈbeθes/	[ˈbeθes] 次<介>
serio	/ˈseɾjo/	/ˈseɾjo/	[ˈseɾjo] 严重的<形>
venir	/beˈniɾ/	/beˈniɾ/	[beˈniɾ] 来吧<动>
idea	/iˈdea/	/iˈdea/	[iˈdea] 想法<名>
eh	/ˈe/	/ˈe/	[ˈe] 呵呵<叹>
tarde	/ˈtaɾde/	/ˈtaɾde/	[ˈtaɾde] 下午<名>
problema	/pɾoˈblema/	/pɾoˈblema/	[pɾoˈblema] 问题<名>
hora	/ˈoɾa/	/ˈoɾa/	[ˈoɾa] 小时<名>
cierto	/ˈθjeɾto/	/ˈθjeɾto/	[ˈθjeɾto] 真实<形>
dicho	/ˈdit͡ʃo/	/ˈdit͡ʃo/	[ˈdit͡ʃo] 说<名>
quien	/ˈkjen/	/ˈkjen/	[ˈkjen] 谁<代>
demasiado	/demaˈsjado/	/demaˈsjado/	[demaˈsjado] 太多了<形>
amor	/aˈmoɾ/	/aˈmoɾ/	[aˈmoɾ] 爱<名>
entre	/ˈentɾe/	/ˈentɾe/	[ˈentɾe] 之间<介>
ve	/ˈbe/	/ˈbe/	[ˈbe] 去<名>
pasado	/paˈsado/	/paˈsado/	[paˈsado] 过去<名>
familia	/faˈmilja/	/faˈmilja/	[faˈmilja] 家庭<名>
estos	/ˈestos/	/ˈestos/	[ˈestos] 这些<代>
policía	/poliˈθia/	/poliˈθia/	[poliˈθia] 警察<名>
ustedes	/usˈtedes/	/usˈtedes/	[/usˈtedes/] 你们；您们<pron>
chico	/ˈt͡ʃiko/	/ˈt͡ʃiko/	[ˈt͡ʃiko] 男孩<名>
esos	/ˈesos/	/ˈesos/	[ˈesos] 那些<代>
cuenta	/ˈkwenta/	/ˈkwenta/	[ˈkwenta] 帐户<名>
haz	/ˈaθ/	/ˈaθ/	[ˈaθ] 做<名>
todavía	/todaˈbia/	/todaˈbia/	[todaˈbia] 仍然<副>
salir	/saˈliɾ/	/saˈliɾ/	[saˈliɾ] 出去<动>
algún	/alˈɡun/	/alˈɡun/	[alˈɡun] 一些<限定>
vaya	/ˈbaʝa/	/ˈbaʝa/	[ˈbaʝa] 哇<名>
hermano	/eɾˈmano/	/eɾˈmano/	[eɾˈmano] 兄弟<名>
pensar	/penˈsaɾ/	/penˈsaɾ/	[penˈsaɾ] 认为<动>
cabeza	/kaˈbeθa/	/kaˈbeθa/	[kaˈbeθa] 头<名>
ah	/ˈa/	/ˈa/	[ˈa] 哦<叹>
cariño	/kaˈɾiɲo/	/kaˈɾiɲo/	[/kaˈɾiɲo/] 亲爱的；喜爱；关怀<noun>
digo	/ˈdiɡo/	/ˈdiɡo/	[ˈdiɡo] 我说<叹>
van	/ˈban/	/ˈban/	[ˈban] 他们走了<名>
buenas	/ˈbwenas/	/ˈbwenas/	[ˈbwenas] 好<叹>
cualquier	/kwalˈkjeɾ/	/kwalˈkjeɾ/	[kwalˈkjeɾ] 任何<限定>
forma	/ˈfoɾma/	/ˈfoɾma/	[ˈfoɾma] 形状<名>
mientras	/ˈmjentɾas/	/ˈmjentɾas/	[ˈmjentɾas] 同时<副>
lado	/ˈlado/	/ˈlado/	[ˈlado] 侧面<名>
caso	/ˈkaso/	/ˈkaso/	[ˈkaso] 案例<名>
pasar	/paˈsaɾ/	/paˈsaɾ/	[paˈsaɾ] 通过<动>
primera	/pɾiˈmeɾa/	/pɾiˈmeɾa/	[pɾiˈmeɾa] 第一<名>
genial	/xeˈnjal/	/xeˈnjal/	[xeˈnjal] 太棒了<形>
supuesto	/suˈpwesto/	/suˈpwesto/	[/suˈpwesto/] 假定的；当然（por supuesto）<noun>
pues	/ˈpwes/	/ˈpwes/	[ˈpwes] 嗯<连>
adiós	/aˈdjos/	/aˈdjos/	[/aˈdjos/] 再见<叹><noun>
persona	/peɾˈsona/	/peɾˈsona/	[peɾˈsona] 人<名>
señora	/seˈɲoɾa/	/seˈɲoɾa/	[seˈɲoɾa] 女士<名>
volver	/bolˈbeɾ/	/bolˈbeɾ/	[bolˈbeɾ] 返回<动>
esas	/ˈesas/	/ˈesas/	[ˈesas] 那些<代>
quizá	/kiˈθa/	/kiˈθa/	[kiˈθa] 也许<副>
contra	/ˈkontɾa/	/ˈkontɾa/	[ˈkontɾa] 反对<名>
camino	/kaˈmino/	/kaˈmino/	[kaˈmino] 路径<名>
durante	/duˈɾante/	/duˈɾante/	[duˈɾante] 期间<介>
manera	/maˈneɾa/	/maˈneɾa/	[maˈneɾa] 方式<名>
muerto	/ˈmweɾto/	/ˈmweɾto/	[ˈmweɾto] 死了<名>
rápido	/ˈrapido/	/ˈrapido/	[ˈrapido] 快<名>
cuál	/ˈkwal/	/ˈkwal/	[ˈkwal] 哪一个<代>
ayuda	/aˈʝuda/	/aˈʝuda/	[aˈʝuda] 帮助<名>
historia	/isˈtoɾja/	/isˈtoɾja/	[isˈtoɾja] 历史<名>
suponer	/supoˈneɾ/	/supoˈneɾ/	[supoˈneɾ] 假设<动>
nueva	/ˈnweba/	/ˈnweba/	[ˈnweba] 新的<名>
entender	/entenˈdeɾ/	/entenˈdeɾ/	[entenˈdeɾ] 明白<名>
dentro	/ˈdentɾo/	/ˈdentɾo/	[ˈdentɾo] 里面<副>
casi	/ˈkasi/	/ˈkasi/	[ˈkasi] 几乎<副>
puerta	/ˈpweɾta/	/ˈpweɾta/	[ˈpweɾta] 门<名>
primero	/pɾiˈmeɾo/	/pɾiˈmeɾo/	[/pɾiˈmeɾo/] 第一的<形><noun>
significar	/siɡnifiˈkaɾ/	/siɡnifiˈkaɾ/	[siɡnifiˈkaɾ] 意思是<动>
semana	/seˈmana/	/seˈmana/	[seˈmana] 周<名>
hacia	/ˈaθja/	/ˈaθja/	[ˈaθja] 朝向<介>
quizás	/kiˈθas/	/kiˈθas/	[kiˈθas] 也许<副>
esperar	/espeˈɾaɾ/	/espeˈɾaɾ/	[espeˈɾaɾ] 等待<动>
junto	/ˈxunto/	/ˈxunto/	[ˈxunto] 在一起<形>
niño	/ˈniɲo/	/ˈniɲo/	[ˈniɲo] 孩子<名>
pronto	/ˈpɾonto/	/ˈpɾonto/	[ˈpɾonto] 很快<形>
tío	/ˈtio/	/ˈtio/	[ˈtio] 叔叔<名>
suerte	/ˈsweɾte/	/ˈsweɾte/	[ˈsweɾte] 运气<名>
ciudad	/θjuˈdad/	/θjuˈdad/	[θjuˈdad] 城市<名>
siquiera	/siˈkjeɾa/	/siˈkjeɾa/	[siˈkjeɾa] 甚至<副>
feliz	/feˈliθ/	/feˈliθ/	[feˈliθ] 快乐<形>
hija	/ˈixa/	/ˈixa/	[ˈixa] 女儿<名>
minuto	/miˈnuto/	/miˈnuto/	[miˈnuto] 分钟<名>
cuánto	/ˈkwanto/	/ˈkwanto/	[ˈkwanto] 多少<副>
os	/os/	/os/	[os] 操作系统<代>
hey	/ˈei/	/ˈei/	[ˈei] 嘿<叹>
muerte	/ˈmweɾte/	/ˈmweɾte/	[ˈmweɾte] 死亡<名>
dejar	/deˈxaɾ/	/deˈxaɾ/	[deˈxaɾ] 离开<动>
realidad	/realiˈdad/	/realiˈdad/	[realiˈdad] 现实<名>
deja	/ˈdexa/	/ˈdexa/	[ˈdexa] 让<名>
dar	/ˈdaɾ/	/ˈdaɾ/	[ˈdaɾ] 给予<动>
importante	/impoɾˈtante/	/impoɾˈtante/	[impoɾˈtante] 重要的<形>
corazón	/koɾaˈθon/	/koɾaˈθon/	[koɾaˈθon] 心<名>
miedo	/ˈmjedo/	/ˈmjedo/	[ˈmjedo] 恐惧<名>
jefe	/ˈxefe/	/ˈxefe/	[ˈxefe] 老板<名>
agua	/ˈaɡwa/	/ˈaɡwa/	[ˈaɡwa] 水<名>
justo	/ˈxusto/	/ˈxusto/	[ˈxusto] 公平<形>
esposa	/esˈposa/	/esˈposa/	[esˈposa] 妻子<名>
mano	/ˈmano/	/ˈmano/	[ˈmano] 手<名>
venga	/ˈbenɡa/	/ˈbenɡa/	[ˈbenɡa] 来吧<叹>
ojo	/ˈoxo/	/ˈoxo/	[ˈoxo] 眼睛<名>
adelante	/adeˈlante/	/adeˈlante/	[adeˈlante] 前进<副>
encontrar	/enkonˈtɾaɾ/	/enkonˈtɾaɾ/	[enkonˈtɾaɾ] 找到<动>
cinco	/ˈθinko/	/ˈθinko/	[ˈθinko] 五<名>
ninguno	/ninˈɡuno/	/ninˈɡuno/	[ninˈɡuno] 无<代>
cara	/ˈkaɾa/	/ˈkaɾa/	[ˈkaɾa] 脸<名>
cuidado	/kwiˈdado/	/kwiˈdado/	[kwiˈdado] 照顾<名>
bajo	/ˈbaxo/	/ˈbaxo/	[ˈbaxo] 低<名>
cerca	/ˈθeɾka/	/ˈθeɾka/	[/ˈθeɾka/] 近的；附近<副>（作名词时为“栅栏”）<noun>
viejo	/ˈbjexo/	/ˈbjexo/	[ˈbjexo] 老<名>
bastante	/basˈtante/	/basˈtante/	[basˈtante] 相当<形>
fin	/ˈfin/	/ˈfin/	[ˈfin] 结束<名>
tomar	/toˈmaɾ/	/toˈmaɾ/	[toˈmaɾ] 采取<动>
único	/ˈuniko/	/ˈuniko/	[ˈuniko] 独特的<形>
escucha	/esˈkut͡ʃa/	/esˈkut͡ʃa/	[esˈkut͡ʃa] 听<名>
ningún	/ninˈɡun/	/ninˈɡun/	[ninˈɡun] 无<限定>
suficiente	/sufiˈθjente/	/sufiˈθjente/	[sufiˈθjente] 够了<形>
punto	/ˈpunto/	/ˈpunto/	[ˈpunto] 点<名>
cuándo	/ˈkwando/	/ˈkwando/	[ˈkwando] 当<副>
seguir	/seˈɡiɾ/	/seˈɡiɾ/	[seˈɡiɾ] 关注<动>
haya	/ˈaʝa/	/ˈaʝa/	[ˈaʝa] 山毛榉<名>
equipo	/eˈkipo/	/eˈkipo/	[eˈkipo] 团队<名>
grande	/ˈɡɾande/	/ˈɡɾande/	[ˈɡɾande] 大<名>
llegar	/ʝeˈɡaɾ/	/ʝeˈɡaɾ/	[/ʝeˈɡaɾ/] 到达<动><verb>
incluso	/inˈkluso/	/inˈkluso/	[inˈkluso] 甚至<形>
doctor	/doɡˈtoɾ/	/doɡˈtoɾ/	[doɡˈtoɾ] 医生<名>
difícil	/diˈfiθil/	/diˈfiθil/	[diˈfiθil] 困难<形>
aunque	/ˈaunke/	/ˈaunke/	[ˈaunke] 虽然<连>
primer	/pɾiˈmeɾ/	/pɾiˈmeɾ/	[pɾiˈmeɾ] 第一<形>
coche	/ˈkot͡ʃe/	/ˈkot͡ʃe/	[ˈkot͡ʃe] 汽车<名>
clase	/ˈklase/	/ˈklase/	[ˈklase] 类<名>
cuatro	/ˈkwatɾo/	/ˈkwatɾo/	[ˈkwatɾo] 四<名>
mas	/mas/	/mas/	[mas] 更多<副>
pequeño	/peˈkeɲo/	/peˈkeɲo/	[peˈkeɲo] 小<形>
llama	/ˈʝama/	/ˈʝama/	[ˈʝama] 打电话<名>
toma	/ˈtoma/	/ˈtoma/	[ˈtoma] 采取<名>
allá	/aˈʝa/	/aˈʝa/	[aˈʝa] 那里<副>
último	/ˈultimo/	/ˈultimo/	[ˈultimo] 最后<形>
arriba	/aˈriba/	/aˈriba/	[aˈriba] 向上<副>
tierra	/ˈtjera/	/ˈtjera/	[ˈtjera] 地球<名>
guerra	/ˈɡera/	/ˈɡera/	[ˈɡera] 战争<名>
igual	/iˈɡwal/	/iˈɡwal/	[/iˈɡwal/] 一样的<形>；相同的<形><noun>
loco	/ˈloko/	/ˈloko/	[ˈloko] 疯狂的<名>
sangre	/ˈsanɡɾe/	/ˈsanɡɾe/	[ˈsanɡɾe] 血<名>
vuelta	/ˈbwelta/	/ˈbwelta/	[ˈbwelta] 返回<名>
trabajar	/tɾabaˈxaɾ/	/tɾabaˈxaɾ/	[tɾabaˈxaɾ] 工作<动>
juego	/ˈxweɡo/	/ˈxweɡo/	[ˈxweɡo] 游戏<名>
cuerpo	/ˈkweɾpo/	/ˈkweɾpo/	[ˈkweɾpo] 身体<名>
entrar	/enˈtɾaɾ/	/enˈtɾaɾ/	[enˈtɾaɾ] 输入<动>
oportunidad	/opoɾtuniˈdad/	/opoɾtuniˈdad/	[opoɾtuniˈdad] 机会<名>
teléfono	/teˈlefono/	/teˈlefono/	[teˈlefono] 电话<名>
final	/fiˈnal/	/fiˈnal/	[fiˈnal] 结束<名>
listo	/ˈlisto/	/ˈlisto/	[ˈlisto] 准备好了<形>
fiesta	/ˈfjesta/	/ˈfjesta/	[ˈfjesta] 聚会<名>
auto	/ˈauto/	/ˈauto/	[ˈauto] 汽车<名>
vivir	/biˈbiɾ/	/biˈbiɾ/	[/biˈbiɾ/] 生活；居住<noun>
posible	/poˈsible/	/poˈsible/	[poˈsible] 可能<形>
ok	/ˌoˈkei/	/ˌoˈkei/	[ˌoˈkei] 好的<形>
hermana	/eɾˈmana/	/eɾˈmana/	[eɾˈmana] 妹妹<名>
número	/ˈnumeɾo/	/ˈnumeɾo/	[ˈnumeɾo] 数字；号码<名>
mes	/ˈmes/	/ˈmes/	[ˈmes] 月<名>
exactamente	/eɡˌsaɡtaˈmente/	/eɡˌsaɡtaˈmente/	[eɡˌsaɡtaˈmente] 正是<副>
culpa	/ˈkulpa/	/ˈkulpa/	[ˈkulpa] 责备<名>
abajo	/aˈbaxo/	/aˈbaxo/	[aˈbaxo] 向下<副>
escuela	/esˈkwela/	/esˈkwela/	[esˈkwela] 学校<名>
ido	/ˈido/	/ˈido/	[ˈido] 消失了<名>
fuerte	/ˈfweɾte/	/ˈfweɾte/	[ˈfweɾte] 强<名>
habla	/ˈabla/	/ˈabla/	[/ˈabla/] 言语；谈话<名><noun>
ello	/ˈeʝo/	/ˈeʝo/	[ˈeʝo] 它<名>
pregunta	/pɾeˈɡunta/	/pɾeˈɡunta/	[pɾeˈɡunta] 问题<名>
atrás	/aˈtɾas/	/aˈtɾas/	[/aˈtɾas/] 在后面；向后<adv>
malo	/ˈmalo/	/ˈmalo/	[ˈmalo] 坏<名>
capitán	/kapiˈtan/	/kapiˈtan/	[kapiˈtan] 队长<名>
sra.	/seˈɲoɾa/	/seˈɲoɾa/	[seˈɲoɾa] 夫人<名>
bebé	/beˈbe/	/beˈbe/	[beˈbe] 宝贝<名>
segundo	/seˈɡundo/	/seˈɡundo/	[seˈɡundo] 第二<名>
mayor	/maˈʝoɾ/	/maˈʝoɾ/	[maˈʝoɾ] 较老的<名>
comida	/koˈmida/	/koˈmida/	[koˈmida] 食物<名>
morir	/moˈɾiɾ/	/moˈɾiɾ/	[moˈɾiɾ] 死<动>
conocer	/konoˈθeɾ/	/konoˈθeɾ/	[konoˈθeɾ] 知道<动>
fácil	/ˈfaθil/	/ˈfaθil/	[ˈfaθil] 容易<形>
