wir	例句：Dieses Kapitel erklärt, wann man wir verwendet.（这一章讲解什么时候用我们。）
wir	例句：Das Wort wir erscheint in diesem Dialog mehrmals.（在这段对话里，我们这个词出现了好几次。）
wir	例句：An der Tafel stand der Begriff wir.（他们在黑板上写下了我们这个词。）
was	例句：Das Wort was erscheint in diesem Dialog mehrmals.（在这段对话里，什么这个词出现了好几次。）
was	例句：An der Tafel stand der Begriff was.（他们在黑板上写下了什么这个词。）
was	例句：In diesem Satz finde ich die genaue Bedeutung von was nicht.（在这个句子里，我找不到什么的确切意思。）
zu	例句：An der Tafel stand der Begriff zu.（他们在黑板上写下了到这个词。）
zu	例句：In diesem Satz finde ich die genaue Bedeutung von zu nicht.（在这个句子里，我找不到到的确切意思。）
zu	例句：Das Wörterbuch zählt zu zu den häufigsten Anfragen.（词典把到列为查询最多的词条之一。）
er	例句：In diesem Satz finde ich die genaue Bedeutung von er nicht.（在这个句子里，我找不到他的确切意思。）
er	例句：Das Wörterbuch zählt er zu den häufigsten Anfragen.（词典把他列为查询最多的词条之一。）
er	例句：Wie übersetzt man er ins Chinesische?（他用中文怎么说？）
ein	例句：Das Wörterbuch zählt ein zu den häufigsten Anfragen.（词典把一个[不定冠词]列为查询最多的词条之一。）
ein	例句：Wie übersetzt man ein ins Chinesische?（一个[不定冠词]用中文怎么说？）
ein	例句：Der Lehrer schrieb ein an die Tafel und verlangte ein Beispiel.（老师在黑板上写下一个[不定冠词]，让我们造个句子。）
in	例句：Wie übersetzt man in ins Chinesische?（在…里用中文怎么说？）
in	例句：Der Lehrer schrieb in an die Tafel und verlangte ein Beispiel.（老师在黑板上写下在…里，让我们造个句子。）
in	例句：In diesem Text wird in mit einer anderen Nuance verwendet.（在这篇文章里，在…里的用法略有不同。）
ja	例句：Der Lehrer schrieb ja an die Tafel und verlangte ein Beispiel.（老师在黑板上写下是的，让我们造个句子。）
ja	例句：In diesem Text wird ja mit einer anderen Nuance verwendet.（在这篇文章里，是的的用法略有不同。）
ja	例句：Wiederhole bitte das Wort ja.（请再把是的念一遍。）
mit	例句：In diesem Text wird mit mit einer anderen Nuance verwendet.（在这篇文章里，和…一起的用法略有不同。）
mit	例句：Wiederhole bitte das Wort mit.（请再把和…一起念一遍。）
mit	例句：Unterstreiche das Wort mit in der dritten Zeile.（请在第三行标出和…一起这个词。）
wie	例句：Wiederhole bitte das Wort wie.（请再把怎样念一遍。）
wie	例句：Unterstreiche das Wort wie in der dritten Zeile.（请在第三行标出怎样这个词。）
wie	例句：Der Gebrauch von wie variiert stark zwischen Ländern.（怎样的用法在不同国家差别很大。）
auf	例句：Unterstreiche das Wort auf in der dritten Zeile.（请在第三行标出在…上这个词。）
auf	例句：Der Gebrauch von auf variiert stark zwischen Ländern.（在…上的用法在不同国家差别很大。）
auf	例句：Es fällt mir schwer, auf von ähnlichen Wörtern zu unterscheiden.（我很难把在…上和相近的词区分开。）
dass	例句：Der Gebrauch von dass variiert stark zwischen Ländern.（[引导从句]的用法在不同国家差别很大。）
dass	例句：Es fällt mir schwer, dass von ähnlichen Wörtern zu unterscheiden.（我很难把[引导从句]和相近的词区分开。）
dass	例句：Dieses Kapitel erklärt, wann man dass verwendet.（这一章讲解什么时候用[引导从句]。）
aber	例句：Es fällt mir schwer, aber von ähnlichen Wörtern zu unterscheiden.（我很难把但是和相近的词区分开。）
aber	例句：Dieses Kapitel erklärt, wann man aber verwendet.（这一章讲解什么时候用但是。）
aber	例句：Das Wort aber erscheint in diesem Dialog mehrmals.（在这段对话里，但是这个词出现了好几次。）
so	例句：Dieses Kapitel erklärt, wann man so verwendet.（这一章讲解什么时候用如此。）
so	例句：Das Wort so erscheint in diesem Dialog mehrmals.（在这段对话里，如此这个词出现了好几次。）
so	例句：An der Tafel stand der Begriff so.（他们在黑板上写下了如此这个词。）
haben	例句：Fast niemand schafft es beim ersten Mal zu haben.（几乎没人第一次就能有成功。）
haben	例句：Wenn du haben willst, fang am besten sofort an.（如果你想有，最好马上开始。）
haben	例句：Er begann zu haben, bevor der Wecker klingelte.（闹钟还没响，他就开始有了。）
hier	例句：An der Tafel stand der Begriff hier.（他们在黑板上写下了这里这个词。）
hier	例句：In diesem Satz finde ich die genaue Bedeutung von hier nicht.（在这个句子里，我找不到这里的确切意思。）
hier	例句：Das Wörterbuch zählt hier zu den häufigsten Anfragen.（词典把这里列为查询最多的词条之一。）
für	例句：In diesem Satz finde ich die genaue Bedeutung von für nicht.（在这个句子里，我找不到为了的确切意思。）
für	例句：Das Wörterbuch zählt für zu den häufigsten Anfragen.（词典把为了列为查询最多的词条之一。）
für	例句：Wie übersetzt man für ins Chinesische?（为了用中文怎么说？）
von	例句：Das Wörterbuch zählt von zu den häufigsten Anfragen.（词典把从列为查询最多的词条之一。）
von	例句：Wie übersetzt man von ins Chinesische?（从用中文怎么说？）
von	例句：Der Lehrer schrieb von an die Tafel und verlangte ein Beispiel.（老师在黑板上写下从，让我们造个句子。）
wenn	例句：Wie übersetzt man wenn ins Chinesische?（如果用中文怎么说？）
wenn	例句：Der Lehrer schrieb wenn an die Tafel und verlangte ein Beispiel.（老师在黑板上写下如果，让我们造个句子。）
wenn	例句：In diesem Text wird wenn mit einer anderen Nuance verwendet.（在这篇文章里，如果的用法略有不同。）
ihr	例句：Der Lehrer schrieb ihr an die Tafel und verlangte ein Beispiel.（老师在黑板上写下你们，让我们造个句子。）
ihr	例句：In diesem Text wird ihr mit einer anderen Nuance verwendet.（在这篇文章里，你们的用法略有不同。）
ihr	例句：Wiederhole bitte das Wort ihr.（请再把你们念一遍。）
nein	例句：In diesem Text wird nein mit einer anderen Nuance verwendet.（在这篇文章里，不是的用法略有不同。）
nein	例句：Wiederhole bitte das Wort nein.（请再把不是念一遍。）
nein	例句：Unterstreiche das Wort nein in der dritten Zeile.（请在第三行标出不是这个词。）
an	例句：Wiederhole bitte das Wort an.（请再把在念一遍。）
an	例句：Unterstreiche das Wort an in der dritten Zeile.（请在第三行标出在这个词。）
an	例句：Der Gebrauch von an variiert stark zwischen Ländern.（在的用法在不同国家差别很大。）
noch	例句：Unterstreiche das Wort noch in der dritten Zeile.（请在第三行标出还这个词。）
noch	例句：Der Gebrauch von noch variiert stark zwischen Ländern.（还的用法在不同国家差别很大。）
noch	例句：Es fällt mir schwer, noch von ähnlichen Wörtern zu unterscheiden.（我很难把还和相近的词区分开。）
nur	例句：Der Gebrauch von nur variiert stark zwischen Ländern.（只的用法在不同国家差别很大。）
nur	例句：Es fällt mir schwer, nur von ähnlichen Wörtern zu unterscheiden.（我很难把只和相近的词区分开。）
nur	例句：Dieses Kapitel erklärt, wann man nur verwendet.（这一章讲解什么时候用只。）
da	例句：Es fällt mir schwer, da von ähnlichen Wörtern zu unterscheiden.（我很难把那里和相近的词区分开。）
da	例句：Dieses Kapitel erklärt, wann man da verwendet.（这一章讲解什么时候用那里。）
da	例句：Das Wort da erscheint in diesem Dialog mehrmals.（在这段对话里，那里这个词出现了好几次。）
sich	例句：Dieses Kapitel erklärt, wann man sich verwendet.（这一章讲解什么时候用自己[反身代词]。）
sich	例句：Das Wort sich erscheint in diesem Dialog mehrmals.（在这段对话里，自己[反身代词]这个词出现了好几次。）
sich	例句：An der Tafel stand der Begriff sich.（他们在黑板上写下了自己[反身代词]这个词。）
können	例句：Morgen fahren wir in die Stadt, um zu können.（明天我们进城去能。）
können	例句：Er versprach, bis Ende der Woche zu können.（他答应在周末前能。）
können	例句：Wenn etwas unklar ist, frage lieber, bevor du anfängst zu können.（如果有不明白的地方，先问再能。）
gut	例句：Es ist nicht so gut, wie es auf den ersten Blick scheint.（它没有乍看上去那么好的。）
gut	例句：Ich merkte, dass er gut war: er sah ständig auf die Uhr.（我发现他很好的：不停地看表。）
gut	例句：Gestern fühlte er sich den ganzen Tag gut.（昨天我一整天都感到很好的。）
auch	例句：In diesem Satz finde ich die genaue Bedeutung von auch nicht.（在这个句子里，我找不到也的确切意思。）
auch	例句：Das Wörterbuch zählt auch zu den häufigsten Anfragen.（词典把也列为查询最多的词条之一。）
auch	例句：Wie übersetzt man auch ins Chinesische?（也用中文怎么说？）
schon	例句：Das Wörterbuch zählt schon zu den häufigsten Anfragen.（词典把已经列为查询最多的词条之一。）
schon	例句：Wie übersetzt man schon ins Chinesische?（已经用中文怎么说？）
schon	例句：Der Lehrer schrieb schon an die Tafel und verlangte ein Beispiel.（老师在黑板上写下已经，让我们造个句子。）
als	例句：Wie übersetzt man als ins Chinesische?（当…时用中文怎么说？）
als	例句：Der Lehrer schrieb als an die Tafel und verlangte ein Beispiel.（老师在黑板上写下当…时，让我们造个句子。）
als	例句：In diesem Text wird als mit einer anderen Nuance verwendet.（在这篇文章里，当…时的用法略有不同。）
mal	例句：Der Lehrer schrieb mal an die Tafel und verlangte ein Beispiel.（老师在黑板上写下一次，让我们造个句子。）
mal	例句：In diesem Text wird mal mit einer anderen Nuance verwendet.（在这篇文章里，一次的用法略有不同。）
mal	例句：Wiederhole bitte das Wort mal.（请再把一次念一遍。）
jetzt	例句：In diesem Text wird jetzt mit einer anderen Nuance verwendet.（在这篇文章里，现在的用法略有不同。）
jetzt	例句：Wiederhole bitte das Wort jetzt.（请再把现在念一遍。）
jetzt	例句：Unterstreiche das Wort jetzt in der dritten Zeile.（请在第三行标出现在这个词。）
dann	例句：Wiederhole bitte das Wort dann.（请再把然后念一遍。）
dann	例句：Unterstreiche das Wort dann in der dritten Zeile.（请在第三行标出然后这个词。）
dann	例句：Der Gebrauch von dann variiert stark zwischen Ländern.（然后的用法在不同国家差别很大。）
aus	例句：Unterstreiche das Wort aus in der dritten Zeile.（请在第三行标出从…出来这个词。）
aus	例句：Der Gebrauch von aus variiert stark zwischen Ländern.（从…出来的用法在不同国家差别很大。）
aus	例句：Es fällt mir schwer, aus von ähnlichen Wörtern zu unterscheiden.（我很难把从…出来和相近的词区分开。）
mein	例句：Der Gebrauch von mein variiert stark zwischen Ländern.（我的的用法在不同国家差别很大。）
mein	例句：Es fällt mir schwer, mein von ähnlichen Wörtern zu unterscheiden.（我很难把我的和相近的词区分开。）
mein	例句：Dieses Kapitel erklärt, wann man mein verwendet.（这一章讲解什么时候用我的。）
um	例句：Es fällt mir schwer, um von ähnlichen Wörtern zu unterscheiden.（我很难把围绕和相近的词区分开。）
um	例句：Dieses Kapitel erklärt, wann man um verwendet.（这一章讲解什么时候用围绕。）
um	例句：Das Wort um erscheint in diesem Dialog mehrmals.（在这段对话里，围绕这个词出现了好几次。）
im	例句：Dieses Kapitel erklärt, wann man im verwendet.（这一章讲解什么时候用在…里[in dem 缩合]。）
im	例句：Das Wort im erscheint in diesem Dialog mehrmals.（在这段对话里，在…里[in dem 缩合]这个词出现了好几次。）
im	例句：An der Tafel stand der Begriff im.（他们在黑板上写下了在…里[in dem 缩合]这个词。）
werden	例句：Es bringt nichts, erst in letzter Minute zu werden.（拖到最后关头才变得毫无意义。）
werden	例句：Jeden Morgen widmet er eine halbe Stunde dem werden.（他每天早上花半小时变得。）
werden	例句：Mit ständiger Übung kann jeder lernen zu werden.（只要坚持练习，任何人都能学会变得。）
doch	例句：An der Tafel stand der Begriff doch.（他们在黑板上写下了仍然这个词。）
doch	例句：In diesem Satz finde ich die genaue Bedeutung von doch nicht.（在这个句子里，我找不到仍然的确切意思。）
doch	例句：Das Wörterbuch zählt doch zu den häufigsten Anfragen.（词典把仍然列为查询最多的词条之一。）
alles	例句：In diesem Satz finde ich die genaue Bedeutung von alles nicht.（在这个句子里，我找不到一切的确切意思。）
alles	例句：Das Wörterbuch zählt alles zu den häufigsten Anfragen.（词典把一切列为查询最多的词条之一。）
alles	例句：Wie übersetzt man alles ins Chinesische?（一切用中文怎么说？）
wissen	例句：Endlich habe ich Zeit zu wissen.（我终于有时间去知道了。）
wissen	例句：Ich habe noch nie jemanden so engagiert wissen sehen.（我从没见过有人如此投入地知道。）
wissen	例句：Erzähl mir, wie du gelernt hast zu wissen.（跟我讲讲你是怎么学会知道的。）
kein	例句：Wie übersetzt man kein ins Chinesische?（没有用中文怎么说？）
kein	例句：Der Lehrer schrieb kein an die Tafel und verlangte ein Beispiel.（老师在黑板上写下没有，让我们造个句子。）
kein	例句：In diesem Text wird kein mit einer anderen Nuance verwendet.（在这篇文章里，没有的用法略有不同。）
oder	例句：Der Lehrer schrieb oder an die Tafel und verlangte ein Beispiel.（老师在黑板上写下或者，让我们造个句子。）
oder	例句：In diesem Text wird oder mit einer anderen Nuance verwendet.（在这篇文章里，或者的用法略有不同。）
oder	例句：Wiederhole bitte das Wort oder.（请再把或者念一遍。）
nach	例句：In diesem Text wird nach mit einer anderen Nuance verwendet.（在这篇文章里，在…之后的用法略有不同。）
nach	例句：Wiederhole bitte das Wort nach.（请再把在…之后念一遍。）
nach	例句：Unterstreiche das Wort nach in der dritten Zeile.（请在第三行标出在…之后这个词。）
nichts	例句：Wiederhole bitte das Wort nichts.（请再把没有什么念一遍。）
nichts	例句：Unterstreiche das Wort nichts in der dritten Zeile.（请在第三行标出没有什么这个词。）
nichts	例句：Der Gebrauch von nichts variiert stark zwischen Ländern.（没有什么的用法在不同国家差别很大。）
man	例句：Unterstreiche das Wort man in der dritten Zeile.（请在第三行标出人们[泛指]这个词。）
man	例句：Der Gebrauch von man variiert stark zwischen Ländern.（人们[泛指]的用法在不同国家差别很大。）
man	例句：Es fällt mir schwer, man von ähnlichen Wörtern zu unterscheiden.（我很难把人们[泛指]和相近的词区分开。）
müssen	例句：Besser jetzt müssen als später bereuen.（与其将来后悔，不如现在就必须。）
müssen	例句：Schließlich entschloss er sich, noch am Abend zu müssen.（他终于决定就在那天晚上去必须。）
müssen	例句：Trotz wenig Zeit beschloss das Team zu müssen.（尽管时间不多，团队还是决定去必须。）
wollen	例句：Es lohnt sich zu wollen, auch wenn es dauert.（即使见效慢，想要也是值得的。）
wollen	例句：Der Lehrer hat uns gebeten, ohne Hilfe zu wollen.（老师请求我们不靠帮助去想要。）
wollen	例句：Fast niemand schafft es beim ersten Mal zu wollen.（几乎没人第一次就能想要成功。）
gehen	例句：Bei Regen liebt er es zu gehen.（下雨的时候他特别喜欢走。）
gehen	例句：Besser jetzt gehen als später bereuen.（与其将来后悔，不如现在就走。）
gehen	例句：Schließlich entschloss er sich, noch am Abend zu gehen.（他终于决定就在那天晚上去走。）
wo	例句：Das Wort wo erscheint in diesem Dialog mehrmals.（在这段对话里，哪里这个词出现了好几次。）
wo	例句：An der Tafel stand der Begriff wo.（他们在黑板上写下了哪里这个词。）
wo	例句：In diesem Satz finde ich die genaue Bedeutung von wo nicht.（在这个句子里，我找不到哪里的确切意思。）
etwas	例句：An der Tafel stand der Begriff etwas.（他们在黑板上写下了某事这个词。）
etwas	例句：In diesem Satz finde ich die genaue Bedeutung von etwas nicht.（在这个句子里，我找不到某事的确切意思。）
etwas	例句：Das Wörterbuch zählt etwas zu den häufigsten Anfragen.（词典把某事列为查询最多的词条之一。）
mehr	例句：In diesem Satz finde ich die genaue Bedeutung von mehr nicht.（在这个句子里，我找不到更多的确切意思。）
mehr	例句：Das Wörterbuch zählt mehr zu den häufigsten Anfragen.（词典把更多列为查询最多的词条之一。）
mehr	例句：Wie übersetzt man mehr ins Chinesische?（更多用中文怎么说？）
bei	例句：Das Wörterbuch zählt bei zu den häufigsten Anfragen.（词典把在…旁边列为查询最多的词条之一。）
bei	例句：Wie übersetzt man bei ins Chinesische?（在…旁边用中文怎么说？）
bei	例句：Der Lehrer schrieb bei an die Tafel und verlangte ein Beispiel.（老师在黑板上写下在…旁边，让我们造个句子。）
also	例句：Wie übersetzt man also ins Chinesische?（那么用中文怎么说？）
also	例句：Der Lehrer schrieb also an die Tafel und verlangte ein Beispiel.（老师在黑板上写下那么，让我们造个句子。）
also	例句：In diesem Text wird also mit einer anderen Nuance verwendet.（在这篇文章里，那么的用法略有不同。）
bitte	例句：Der Lehrer schrieb bitte an die Tafel und verlangte ein Beispiel.（老师在黑板上写下请，让我们造个句子。）
bitte	例句：In diesem Text wird bitte mit einer anderen Nuance verwendet.（在这篇文章里，请的用法略有不同。）
bitte	例句：Wiederhole bitte das Wort bitte.（请再把请念一遍。）
immer	例句：In diesem Text wird immer mit einer anderen Nuance verwendet.（在这篇文章里，总是的用法略有不同。）
immer	例句：Wiederhole bitte das Wort immer.（请再把总是念一遍。）
immer	例句：Unterstreiche das Wort immer in der dritten Zeile.（请在第三行标出总是这个词。）
warum	例句：Wiederhole bitte das Wort warum.（请再把为什么念一遍。）
warum	例句：Unterstreiche das Wort warum in der dritten Zeile.（请在第三行标出为什么这个词。）
warum	例句：Der Gebrauch von warum variiert stark zwischen Ländern.（为什么的用法在不同国家差别很大。）
vor	例句：Unterstreiche das Wort vor in der dritten Zeile.（请在第三行标出在…前面这个词。）
vor	例句：Der Gebrauch von vor variiert stark zwischen Ländern.（在…前面的用法在不同国家差别很大。）
vor	例句：Es fällt mir schwer, vor von ähnlichen Wörtern zu unterscheiden.（我很难把在…前面和相近的词区分开。）
wieder	例句：Der Gebrauch von wieder variiert stark zwischen Ländern.（再次的用法在不同国家差别很大。）
wieder	例句：Es fällt mir schwer, wieder von ähnlichen Wörtern zu unterscheiden.（我很难把再次和相近的词区分开。）
wieder	例句：Dieses Kapitel erklärt, wann man wieder verwendet.（这一章讲解什么时候用再次。）
sagen	例句：Um gut sagen zu können, muss man die Grundregeln kennen.（要想会说，必须了解基本规则。）
sagen	例句：Wer soll sagen, wenn du es nicht kannst?（如果你去不了，谁去说呢？）
sagen	例句：Morgen fahren wir in die Stadt, um zu sagen.（明天我们进城去说。）
machen	例句：Der Arzt riet ihm, täglich zu machen.（医生建议他每天做。）
machen	例句：Es fällt mir schwer zu machen, aber es wird besser.（做对我来说很难，但正在变好。）
machen	例句：Er sagte, er würde lieber zu Hause machen.（他说他更愿意在家里做。）
danke	例句：Das Wort danke erscheint in diesem Dialog mehrmals.（在这段对话里，谢谢这个词出现了好几次。）
danke	例句：An der Tafel stand der Begriff danke.（他们在黑板上写下了谢谢这个词。）
danke	例句：In diesem Satz finde ich die genaue Bedeutung von danke nicht.（在这个句子里，我找不到谢谢的确切意思。）
sehr	例句：An der Tafel stand der Begriff sehr.（他们在黑板上写下了很这个词。）
sehr	例句：In diesem Satz finde ich die genaue Bedeutung von sehr nicht.（在这个句子里，我找不到很的确切意思。）
sehr	例句：Das Wörterbuch zählt sehr zu den häufigsten Anfragen.（词典把很列为查询最多的词条之一。）
alle	例句：Ehrlich gesagt war das Essen sehr alle.（说实话，那顿饭很全部。）
alle	例句：Von weitem sah dieser Ort alle und ruhig aus.（从远处看，那个地方显得全部而宁静。）
alle	例句：Seine Antwort hinterließ einen alle Eindruck.（他的回答给我留下一种全部的印象。）
Mann	例句：Seine Doktorarbeit handelt von Mann im Mittelalter.（他的博士论文研究的是中世纪的男人。）
Mann	例句：In der Prüfung kam eine Frage über Mann vor.（考试里出了一道关于男人的题。）
Mann	例句：Heute haben wir im Unterricht den Begriff Mann analysiert.（今天课上我们分析了男人这个概念。）
tun	例句：Jeden Morgen widmet er eine halbe Stunde dem tun.（他每天早上花半小时做。）
tun	例句：Mit ständiger Übung kann jeder lernen zu tun.（只要坚持练习，任何人都能学会做。）
tun	例句：Es wäre ein Fehler, ohne Plan zu tun.（毫无计划地去做是个错误。）
zum	例句：Der Lehrer schrieb zum an die Tafel und verlangte ein Beispiel.（老师在黑板上写下到…[zu dem 缩合]，让我们造个句子。）
zum	例句：In diesem Text wird zum mit einer anderen Nuance verwendet.（在这篇文章里，到…[zu dem 缩合]的用法略有不同。）
zum	例句：Wiederhole bitte das Wort zum.（请再把到…[zu dem 缩合]念一遍。）
sehen	例句：Es bringt nichts, erst in letzter Minute zu sehen.（拖到最后关头才看见毫无意义。）
sehen	例句：Jeden Morgen widmet er eine halbe Stunde dem sehen.（他每天早上花半小时看见。）
sehen	例句：Mit ständiger Übung kann jeder lernen zu sehen.（只要坚持练习，任何人都能学会看见。）
vielleicht	例句：Wiederhole bitte das Wort vielleicht.（请再把也许念一遍。）
vielleicht	例句：Unterstreiche das Wort vielleicht in der dritten Zeile.（请在第三行标出也许这个词。）
vielleicht	例句：Der Gebrauch von vielleicht variiert stark zwischen Ländern.（也许的用法在不同国家差别很大。）
wer	例句：Unterstreiche das Wort wer in der dritten Zeile.（请在第三行标出谁这个词。）
wer	例句：Der Gebrauch von wer variiert stark zwischen Ländern.（谁的用法在不同国家差别很大。）
wer	例句：Es fällt mir schwer, wer von ähnlichen Wörtern zu unterscheiden.（我很难把谁和相近的词区分开。）
dieser	例句：Der Gebrauch von dieser variiert stark zwischen Ländern.（这个的用法在不同国家差别很大。）
dieser	例句：Es fällt mir schwer, dieser von ähnlichen Wörtern zu unterscheiden.（我很难把这个和相近的词区分开。）
dieser	例句：Dieses Kapitel erklärt, wann man dieser verwendet.（这一章讲解什么时候用这个。）
über	例句：Es fällt mir schwer, über von ähnlichen Wörtern zu unterscheiden.（我很难把在…上方和相近的词区分开。）
über	例句：Dieses Kapitel erklärt, wann man über verwendet.（这一章讲解什么时候用在…上方。）
über	例句：Das Wort über erscheint in diesem Dialog mehrmals.（在这段对话里，在…上方这个词出现了好几次。）
geben	例句：Trotz wenig Zeit beschloss das Team zu geben.（尽管时间不多，团队还是决定去有。）
geben	例句：Endlich habe ich Zeit zu geben.（我终于有时间去有了。）
geben	例句：Ich habe noch nie jemanden so engagiert geben sehen.（我从没见过有人如此投入地有。）
okay	例句：Das Wort okay erscheint in diesem Dialog mehrmals.（在这段对话里，好的这个词出现了好几次。）
okay	例句：An der Tafel stand der Begriff okay.（他们在黑板上写下了好的这个词。）
okay	例句：In diesem Satz finde ich die genaue Bedeutung von okay nicht.（在这个句子里，我找不到好的的确切意思。）
dein	例句：An der Tafel stand der Begriff dein.（他们在黑板上写下了你的这个词。）
dein	例句：In diesem Satz finde ich die genaue Bedeutung von dein nicht.（在这个句子里，我找不到你的的确切意思。）
dein	例句：Das Wörterbuch zählt dein zu den häufigsten Anfragen.（词典把你的列为查询最多的词条之一。）
sollen	例句：Der Lehrer hat uns gebeten, ohne Hilfe zu sollen.（老师请求我们不靠帮助去应该。）
sollen	例句：Fast niemand schafft es beim ersten Mal zu sollen.（几乎没人第一次就能应该成功。）
sollen	例句：Wenn du sollen willst, fang am besten sofort an.（如果你想应该，最好马上开始。）
nie	例句：Das Wörterbuch zählt nie zu den häufigsten Anfragen.（词典把从不列为查询最多的词条之一。）
nie	例句：Wie übersetzt man nie ins Chinesische?（从不用中文怎么说？）
nie	例句：Der Lehrer schrieb nie an die Tafel und verlangte ein Beispiel.（老师在黑板上写下从不，让我们造个句子。）
wirklich	例句：Wie übersetzt man wirklich ins Chinesische?（真的用中文怎么说？）
wirklich	例句：Der Lehrer schrieb wirklich an die Tafel und verlangte ein Beispiel.（老师在黑板上写下真的，让我们造个句子。）
wirklich	例句：In diesem Text wird wirklich mit einer anderen Nuance verwendet.（在这篇文章里，真的的用法略有不同。）
viel	例句：Der Lehrer schrieb viel an die Tafel und verlangte ein Beispiel.（老师在黑板上写下多，让我们造个句子。）
viel	例句：In diesem Text wird viel mit einer anderen Nuance verwendet.（在这篇文章里，多的用法略有不同。）
viel	例句：Wiederhole bitte das Wort viel.（请再把多念一遍。）
weg	例句：In diesem Text wird weg mit einer anderen Nuance verwendet.（在这篇文章里，走了的用法略有不同。）
weg	例句：Wiederhole bitte das Wort weg.（请再把走了念一遍。）
weg	例句：Unterstreiche das Wort weg in der dritten Zeile.（请在第三行标出走了这个词。）
am	例句：Wiederhole bitte das Wort am.（请再把在[时刻、地点]念一遍。）
am	例句：Unterstreiche das Wort am in der dritten Zeile.（请在第三行标出在[时刻、地点]这个词。）
am	例句：Der Gebrauch von am variiert stark zwischen Ländern.（在[时刻、地点]的用法在不同国家差别很大。）
einfach	例句：Mit den Jahren ist das Problem noch einfach geworden.（随着时间推移，这个问题变得更加简单的了。）
einfach	例句：Die Reise war einfach, als wir erwartet hatten.（这次旅行比我们预期的更简单的。）
einfach	例句：Dass das Projekt weitergeht, ist einfach für uns alle.（项目能继续推进，对大家来说是件简单的的事。）
leben	例句：Dieses Projekt verlangt, konzentriert zu leben.（这个项目要求全神贯注地生活。）
leben	例句：Hast du Lust, am Wochenende zu leben?（周末你想不想去生活？）
leben	例句：Bei Regen liebt er es zu leben.（下雨的时候他特别喜欢生活。）
Zeit	例句：Mir fehlt das Vokabular, um Zeit genau zu erklären.（我的词汇量不够，没法精确解释时间。）
Zeit	例句：Am Anfang war Zeit mir völlig fremd.（一开始，时间对我来说很陌生。）
Zeit	例句：Gestern las ich einen interessanten Artikel über Zeit.（昨天我读了一篇关于时间的有趣文章。）
weil	例句：Dieses Kapitel erklärt, wann man weil verwendet.（这一章讲解什么时候用因为。）
