administration	L'administration de l'hôpital a embauché vingt infirmiers.	医院管理层新聘了二十名护士。
administration	Ce dossier traîne depuis des semaines dans l'administration.	这份材料在行政部门压了好几个星期。
administration	L'administration centrale a validé notre demande de subvention.	中央行政部门批准了我们的补贴申请。
admirable	Elle a gardé un calme admirable pendant toute la crise.	整个危机期间，她始终镇定得令人赞叹。
admirable	Le sauveteur a fait preuve d'un courage admirable.	救援人员表现出令人敬佩的勇气。
admirable	La vue depuis la terrasse est tout simplement admirable.	从露台望出去的景色美得让人惊叹。
admiration	Elle regarde sa grand-mère avec beaucoup d'admiration.	她满怀钦佩地看着奶奶。
admiration	Son courage force l'admiration de toute l'équipe.	他的勇气赢得了全队的敬佩。
admiration	Il a gagné mon admiration en sauvant cet enfant de l'eau.	他从水里救出那个孩子，让我由衷敬佩。
admirer	Nous nous sommes arrêtés pour admirer la vue sur la vallée.	我们停下来欣赏山谷的景色。
admirer	Elle admire beaucoup son professeur de musique.	她非常钦佩她的音乐老师。
admirer	Les touristes admirent les fresques de la chapelle depuis ce matin.	游客们从今天早上起就在欣赏小教堂的壁画。
admission	L'admission à cette école se fait sur concours.	这所学校凭考试成绩录取。
admission	Le billet comprend l'admission aux deux expositions.	这张票包含两个展览的入场资格。
admission	Les frais d'admission couvrent le premier semestre.	入学费用涵盖第一学期。
ado	Les ados passent trop de temps sur leurs téléphones.	青少年在手机上花的时间太多了。
ado	À quinze ans, c'est un ado plutôt réservé.	十五岁的他是个相当内向的少年。
ado	Ma sœur était un ado turbulent, toujours dehors avec ses amis.	我妹妹年少时很爱闹腾，总和朋友在外面跑。
adolescence	Il a passé son adolescence dans une petite ville de Provence.	他在普罗旺斯的一座小城度过了少年时代。
adolescence	L'adolescence est une période de grands changements.	青春期是一个变化巨大的阶段。
adolescence	Elle garde de son adolescence une passion pour le rock.	从少年时代起，她就热爱摇滚乐。
adolescent	Cet adolescent rêve de devenir pilote de ligne.	这个少年梦想成为民航飞行员。
adolescent	Les adolescents passent beaucoup de temps sur leurs téléphones.	青少年在手机上花的时间很多。
adolescent	Déjà adolescent, il dessinait ses propres bandes dessinées.	还在少年时，他就画起了自己的连环画。
adopter	Ils ont décidé d'adopter un enfant après deux ans de démarches.	经过两年的手续，他们决定领养一个孩子。
adopter	Adoptez cette habitude simple : marcher trente minutes par jour.	养成这个简单的习惯：每天步行三十分钟。
adopter	La ville a adopté de nouvelles règles de stationnement.	市里通过了新的停车规定。
adoption	L'adoption de leur fille a changé leur vie.	领养女儿改变了他们的生活。
adoption	Le vote sur l'adoption de la loi aura lieu mardi.	法律草案的表决将在周二进行。
adoption	Un chien attend son adoption au refuge depuis six mois.	一只狗在收容所等领养已经等了半年。
adorable	Votre fille est vraiment adorable avec les plus petits.	您女儿对小小孩真的很友好贴心。
adorable	C'était adorable de sa part de nous prêter sa voiture.	他把车借给我们，真是太贴心了。
adorable	Ils ont adopté un chiot adorable aux grandes oreilles.	他们收养了一只长着大耳朵的可爱小狗。
affectation	Son affectation à la branche lyonnaise prend effet en janvier.	他调往里昂分部的任命一月起生效。
affectation	Il parle sans affectation, avec des mots simples.	他说话毫不做作，用词朴实。
affectation	La commission a confirmé son affectation au service des Archives.	委员会确认了他调往档案部门的安排。
affection	Elle témoigne une grande affection à ses nièces.	她对侄女们怀有深厚的感情。
affection	Son affection pour son chien n'a pas de limites.	她对狗的喜爱毫无保留。
affection	Entre eux, une profonde affection a grandi avec les années.	岁月让他们之间的情谊愈发深厚。
affront	Refuser l'invitation du clan rival fut perçu comme un affront.	拒绝敌对家族的邀请被视为一种冒犯。
affront	Il a essuyé un affront public devant toute la cour.	他当着满朝文武的面受了羞辱。
affront	Laver cet affront exigera des excuses formelles.	要洗刷这次侮辱，必须正式道歉。
agenda	Note la date de l'examen dans ton agenda.	把考试日期记在你的日程本上。
agenda	Mon agenda est déjà plein pour le mois de juin.	我六月的日程已经排满了。
agenda	Je vérifie mon agenda avant de te confirmer la réunion.	确认会议之前我先查一下日程安排。
agent	L'agent de sécurité vérifie les sacs à l'entrée du stade.	安保人员在体育场入口检查背包。
agent	Un agent immobilier nous a fait visiter trois appartements.	一位房产中介带我们看了三套公寓。
agent	Cet agent secret voyage sous une fausse identité.	这名特工用假身份四处行动。
agile	Le chat agile saute du mur au toit sans effort.	敏捷的猫不费劲就能从墙头跳上屋顶。
agile	Ses doigts agiles volent sur le clavier.	她灵巧的手指在键盘上翻飞。
agile	Reste agile en dansant trois fois par semaine.	每周跳三次舞，能保持身体灵活。
agitation	Une vague d'agitation traverse la foule devant le palais.	王宫前的人群掀起一阵骚动。
agitation	Après la journée d'agitation, les enfants se sont enfin endormis.	闹腾了一整天，孩子们终于睡着了。
agitation	Son agitation contrastait avec le calme du salon.	她的焦躁与客厅的安静形成鲜明对比。
agriculture	L'agriculture biologique gagne du terrain dans le pays.	有机农业在这个国家不断发展。
agriculture	Autrefois, l'agriculture occupait la majorité de la population.	过去，大多数人都以农业为生。
agriculture	Il étudie l'agriculture de montagne dans une école spécialisée.	他在一所专业学校学习山地农业。
aide	Merci pour ton aide, je n'y serais pas arrivé seul.	多亏你帮忙，不然我一个人可做不到。
aide	J'ai besoin d'aide pour porter ces cartons.	这些箱子我需要人帮忙搬。
aide	Elle travaille comme aide à domicile auprès des personnes âgées.	她的工作是上门照护老人。
ail	Ajoute une gousse d'ail à la sauce tomate.	往番茄酱里加一瓣大蒜。
ail	Cette soupe à l'ail est un remède de grand-mère.	这大蒜汤是奶奶辈的老偏方。
ail	Il ne faut pas trop d'ail dans cette recette de tarte.	这个挞的配方里大蒜不能放太多。
air	Ouvre la fenêtre pour renouveler l'air de la chambre.	打开窗户，让房间里的空气流通一下。
air	Elle a un air fatigué depuis la rentrée.	开学以来她看起来一副疲惫的样子。
air	Respire le grand air de la montagne, ça te fera du bien.	呼吸山里的新鲜空气，对你有好处。
album	Le dernier album de ce groupe sort en octobre.	这个乐队的最新专辑十月份发行。
album	Nous feuilletons le vieil album de photos de mariage.	我们翻看那本旧婚礼相册。
album	Elle collectionne les albums de bandes dessinées depuis l'enfance.	她从小就收藏连环画册。
alias	Le suspect, alias « Le Corse », a été arrêté à Gênes.	绰号“科西嘉人”的嫌疑人在热那亚落网。
alias	Sur les forums, il écrivait sous l'alias « Vent du Nord ».	在论坛上，他以“北风”为别名发帖。
alias	Le commissaire traque « Fantômas », alias le professeur Latouche.	警长追捕的“幽灵”，真名是拉图什教授。
alibi	Son alibi est solide : il était chez le dentiste à midi.	他的不在场证明很可靠：中午他在牙医那里。
alibi	Les enquêteurs ont vérifié l'alibi des deux frères.	侦查人员核实了兄弟俩的不在场证明。
alibi	Son emploi du temps chargé n'est qu'un alibi pour éviter les retrouvailles.	所谓日程太满，不过是他回避重逢的托词。
aliment	Le riz est l'aliment de base de la moitié du monde.	世界上有一半的人以大米为主食。
aliment	Certains aliments se conservent mieux au frais.	有些食品冷藏保存更好。
aliment	Ce supermarché retire un aliment suspect de ses rayons.	这家超市把一种可疑食品下架了。
alimentation	Une bonne alimentation aide à rester en forme.	良好的饮食有助于保持健康。
alimentation	Il a changé son alimentation après le diagnostic du médecin.	确诊之后，他调整了自己的饮食。
alimentation	L'alimentation des nourrissons demande beaucoup d'attention.	婴儿的喂养需要格外细心。
alliance	Les deux entreprises ont signé une alliance pour développer ce projet.	两家公司签署联盟协议，共同开发这个项目。
alliance	Il a perdu son alliance en lavant la vaisselle.	他洗碗时把结婚戒指弄丢了。
alliance	Une alliance solide entre les écoles et les familles profite aux enfants.	学校与家庭紧密合作，孩子们受益。
alligator	Un alligator se prélassait au bord du marécage.	一只短吻鳄在沼泽边晒太阳。
alligator	Les alligators chassent surtout la nuit.	短吻鳄主要在夜间捕猎。
alligator	Ce zoo nourrit ses alligators une fois par semaine.	这家动物园每周给短吻鳄喂一次食。
allo	Allo, ici Marie, tu m'entends bien ?	喂，我是玛丽，你听得清楚吗？
allo	Il a dit allô deux fois, mais personne ne répondait.	他喂了两声，可没有人应答。
allo	Allo, tu peux m'entendre ? Ça coupe tout le temps.	喂，你能听到我说话吗？信号老断。
allocation	L'allocation de rentrée aide les familles à équiper les enfants.	开学补助帮助家庭为孩子添置用品。
allocation	Il perçoit une allocation chômage depuis six mois.	他领失业津贴已经六个月了。
allocation	L'allocation logement couvre une partie du loyer.	住房补贴能覆盖一部分房租。
allure	Elle marche d'une allure rapide malgré la chaleur.	尽管天气炎热，她仍走得飞快。
allure	Ce cheval a une allure majestueuse au galop.	这匹马飞奔起来姿态威严。
allure	Garde une allure régulière pour finir le marathon.	保持匀速才能跑完马拉松。
allusion	Fais-moi grâce de tes allusions sur mon âge.	别再拿年龄影射我了。
allusion	Le discours du président contenait une allusion claire à ses rivaux.	主席的讲话中有一处明显暗指他的对手。
allusion	Son sourire laissait entendre une allusion que je n'ai pas saisie.	他的笑容里似乎藏着一句我没听懂的暗示。
alpha	Le professeur a écrit un grand alpha au tableau.	老师在黑板上写了一个大大的阿尔法。
alpha	Cette mission marque l'alpha d'une nouvelle ère spatiale.	这次任务标志着太空新纪元的开端。
alpha	Dans le classement, l'équipe alpha part en tête.	排行榜上，阿尔法队暂列第一。
alphabet	Les tout-petits apprennent l'alphabet en chantant.	小孩子们边唱歌边学字母表。
alphabet	Combien de lettres compte l'alphabet grec ?	希腊字母表有多少个字母？
alphabet	L'enfant récite l'alphabet du début à la fin sans se tromper.	这孩子把字母表从头背到尾，一个不错。
alternative	Le train reste une bonne alternative à la voiture en ville.	在城里，火车仍是汽车之外的另一个好选择。
alternative	Nous n'avons pas d'autre alternative que d'annuler la sortie.	除了取消出行，我们没有别的办法。
alternative	Le menu végétarien offre une alternative aux plats de viande.	素食菜单为肉菜之外提供了另一种选择。
altitude	À cette altitude, l'air manque et le soleil brûle.	在这样的海拔，空气稀薄，阳光灼人。
altitude	L'avion a atteint son altitude de croisière au-dessus des nuages.	飞机已在云层之上到达巡航高度。
altitude	Le refuge se dresse à une altitude de deux mille huit cents mètres.	山间小屋坐落在海拔两千八百米处。
aluminium	Ce cadre de vélo est en aluminium, il est très léger.	这个车架是铝制的，非常轻。
aluminium	Couvre le plat avec du papier aluminium avant de l'enfourner.	把菜放进烤箱前先盖上铝箔纸。
aluminium	Les canettes en aluminium se recyclent très facilement.	铝制易拉罐非常容易回收。
amateur	C'est un amateur éclairé de vins anciens.	他是一位懂行的老酒爱好者。
amateur	Les amateurs de jazz se retrouvent chaque jeudi au caveau.	爵士迷们每周四在小酒馆聚会。
amateur	Ce club amateur atteint les huitièmes de finale de la coupe.	这家业余俱乐部打进了杯赛十六强。
ambition	Son ambition la pousse à travailler chaque week-end.	她的抱负驱使她每个周末都工作。
ambition	Sa seule ambition est de finir ce marathon malgré la chaleur.	她唯一的心愿就是顶着炎热跑完马拉松。
ambition	L'entreprise a grandi grâce à l'ambition de ses fondateurs.	公司的发展得益于创始人的雄心。
ambulance	Appelez une ambulance, cet homme vient de s'évanouir !	快叫救护车，这个人刚晕倒了！
ambulance	L'ambulance est arrivée en cinq minutes devant l'immeuble.	救护车五分钟就赶到了楼下。
ambulance	Il a été emmené à l'hôpital en ambulance après la chute.	摔倒后他被救护车送去了医院。
ambulant	Le commerce ambulant s'installe sur la place tous les vendredis.	流动商贩每周五在广场上摆摊。
ambulant	Une bibliothèque ambulante dessert les villages de la montagne.	流动图书馆为山区各村送书上门。
ambulant	Les vendeurs ambulants proposent des glaces près de la plage.	海滩附近有小贩叫卖冰淇淋。
amour	Leur amour a traversé toutes ces années sans faiblir.	他们的爱情历经这么多年从未减弱。
amour	C'est une chanson qui parle du premier amour.	这是一首关于初恋的歌。
amour	Elle a gardé toutes les lettres d'amour de son mari.	她保存着丈夫写给她的所有情书。
ampoule	L'ampoule du salon a grillé, il faut la changer.	客厅的灯泡烧了，得换一个。
ampoule	Visse l'ampoule neuve dans le sens des aiguilles d'une montre.	把新灯泡按顺时针方向拧进去。
ampoule	Après la randonnée, il a une ampoule douloureuse au talon.	远足之后，他的脚后跟磨了个疼人的水疱。
amusement	Cette fête foraine promet des heures d'amusement.	这个游乐集市能让人玩上好几个小时。
amusement	Les enfants trouvent leur amusement dans le plus simple des jeux.	最简单的游戏也能让孩子们玩得开心。
amusement	Pour lui, cuisiner n'est pas une corvée, c'est un amusement.	对他来说，做饭不是苦差，而是一种消遣。
an	Elle a passé un an à étudier à Paris.	她在巴黎学习了一年。
an	Mon petit frère a six ans et adore les dinosaures.	我弟弟六岁，特别喜欢恐龙。
an	Ils se sont mariés il y a vingt ans déjà.	他们结婚已经二十年了。
anal	Le bébé passe d'abord par le stade oral, puis anal.	婴儿先经历口腔期，然后是肛门期。
anal	Une infection anale exige un avis médical rapide.	肛门部位感染需要尽快就医。
anal	La période anale du nourrisson intrigue les jeunes parents.	幼儿的肛欲期常让新手父母摸不着头脑。
analyse	Les résultats de l'analyse du sang seront prêts demain matin.	验血结果明天上午就能出来。
analyse	Son analyse de la situation économique est très juste.	他对经济形势的分析非常到位。
analyse	Après une nouvelle analyse, l'expert a confirmé la panne du moteur.	经过再次分析，专家确认了发动机故障。
analyser	Le laboratoire va analyser les échantillons d'eau.	实验室将对水样进行分析。
analyser	Il faut analyser les résultats avant de tirer des conclusions.	下结论之前要先分析结果。
analyser	Elle analyse chaque match pour progresser.	她每场比赛后都做分析，以便提高。
ancestral	Cette recette ancestrale se transmet de mère en fille.	这道祖传配方由母亲传给女儿。
ancestral	Le village perpétue un rite ancestral au solstice d'été.	村子年年过夏至的古老仪式。
ancestral	Il défend les droits ancestraux de sa tribu sur la forêt.	他捍卫部族对森林的世袭权利。
anecdote	Il aime ponctuer ses discours d'une anecdote amusante.	他喜欢在演讲中穿插趣闻。
anecdote	Cette anecdote de jeunesse fait toujours rire ses amis.	这个年轻时的轶事总能让朋友们发笑。
anecdote	Le guide raconte une anecdote oubliée sur ce château.	导游讲了一个关于这座城堡的鲜为人知的轶事。
angle	Le menuisier coupe la planche à un angle de quarante-cinq degrés.	木匠把木板切成四十五度角。
angle	Sous cet angle, la photo prend un tout autre sens.	从这个角度看，照片呈现出完全不同的意味。
angle	Un angle droit mesure quatre-vingt-dix degrés.	直角是九十度。
animal	Le panda est un animal protégé en Chine.	熊猫是中国受保护的动物。
animal	Quel animal veux-tu adopter, un chat ou un lapin ?	你想养什么动物，猫还是兔子？
animal	Cet animal vit en groupe, comme la plupart des animaux sauvages.	这种动物像大多数野生动物一样群居。
antidote	L'antidote doit être injecté dans l'heure qui suit l'empoisonnement.	解毒剂必须在中毒后一小时内注射。
antidote	Le labo a enfin mis au point un antidote à ce venin.	实验室终于研制出了针对这种毒液的解毒剂。
antidote	Il n'existe pas d'antidote contre cette substance.	这种物质目前没有解药。
antique	Ils ont admiré les colonnes antiques du temple grec.	他们赞叹那座希腊神庙古老的石柱。
antique	Ce marchand vend des meubles antiques et des gravures.	这家店卖古董家具和版画。
antique	La Rome antique fascine toujours les visiteurs du Forum.	古罗马至今仍令广场上的游客着迷。
apocalypse	Ce film de zombies met en scène le monde après l'apocalypse.	这部僵尸片讲述末日浩劫后的世界。
apocalypse	Selon certaines prophéties, l'apocalypse était attendue pour l'an mil.	按某些预言，天启本来定在一千年之交。
apocalypse	Ils ont constitué des réserves comme si l'apocalypse approchait.	他们囤了大量物资，好像末日将至。
apparent	Sa sérénité n'était qu'apparente, la nuit il ne dormait pas.	他的平静只是表面现象，夜里根本睡不着。
apparent	La fissure apparente sur la façade inquiète les copropriétaires.	外墙上明显的裂缝让业主们很担心。
apparent	Il n'y a aucune raison apparente à ce retard.	这次延误没有任何明显的原因。
apparition	L'apparition de nouvelles technologies a transformé nos habitudes.	新技术的出现改变了我们的生活习惯。
apparition	On raconte qu'une apparition hante ce vieux château.	传说有个幽灵在这座古堡出没。
apparition	Son apparition sur scène a déclenché des tonnerres d'applaudissements.	他一登台，掌声雷动。
application	J'ai téléchargé une application pour réviser le vocabulaire.	我下载了一个复习单词的应用。
application	Son application au travail lui a valu une promotion.	他工作勤恳，因此获得升职。
application	L'application de cette règle varie selon les régions.	这条规则的执行因地区而异。
approbation	Le conseil a donné son approbation au nouveau projet.	董事会批准了新方案。
approbation	Elle cherchait l'approbation de son père avant chaque examen.	每次考试前，她都渴望得到父亲的赞许。
approbation	La foule a salué le discours par une approbation unanime.	人群以一致的赞许回应了这篇讲话。
aptitude	Son aptitude aux langues étonne tous ses professeurs.	他的语言天赋让所有老师惊叹。
aptitude	Le concours teste l'aptitude des candidats à raisonner vite.	竞赛考查候选人快速推理的能力。
aptitude	L'entreprise évalue les aptitudes manuelles des postulants.	公司对求职者进行动手能力测试。
aquarium	Nous avons visité le grand aquarium de la ville avec la classe.	我们全班一起参观了城里的大水族馆。
aquarium	Il nettoie l'aquarium des poissons rouges chaque semaine.	他每周都清洗金鱼缸。
aquarium	Les requins nagent dans le bassin central de l'aquarium.	鲨鱼在水族馆中央的大池里游弋。
arc	Le tireur a bandé son arc avant le signal.	发令前弓箭手张满了弓。
arc	Les enfants admirent l'arc-en-ciel après l'orage.	孩子们欣赏雨后的彩虹。
arc	Le pont repose sur trois arcs de pierre.	这座桥靠三个石拱支撑。
archer	L'archer vise la pomme au sommet du mât.	弓箭手瞄准杆顶的苹果。
archer	Les archers du roi montaient la garde sur les remparts.	国王的弓箭手曾在城墙上站岗。
archer	Ce jeune archer vise une place aux championnats.	这位年轻射手瞄准了锦标赛的一个席位。
architecture	Il étudie l'architecture à l'école des beaux-arts.	他在美术学院攻读建筑学。
architecture	L'architecture gothique se reconnaît à ses flèches et ses vitraux.	哥特式建筑以尖塔和彩窗为标志。
architecture	Cette villa mêle architecture moderne et matériaux anciens.	这栋别墅把现代建筑风格与老材料融为一体。
archive	Le notaire classe l'acte dans les archives de l'étude.	公证人把契据归入事务所的档案。
archive	Une archive inédite révèle le vrai nom de l'artisan.	一份未公开的档案揭示了工匠的真名。
archive	Les archives municipales dorment au sous-sol de la mairie.	市政档案静静躺在市政厅的地下室里。
ardent	Il est un ardent défenseur du patrimoine local.	他是当地文化遗产的热心捍卫者。
ardent	Le soleil ardent desséchait les blés de la plaine.	烈日炙烤着平原上的麦田。
ardent	Un débat ardent a suivi la projection du documentaire.	纪录片放映后展开了一场热烈的讨论。
argument	Son argument le plus fort reste le prix.	价格仍是他最有力的论据。
argument	Elle a réfuté chaque argument du débat avec calme.	她冷静地驳倒了对方的每个论点。
argument	Il a fini par céder devant cet argument imparable.	面对这个无懈可击的理由，他最终让步了。
arrangement	Ils sont parvenus à un arrangement à l'amiable après la dispute.	争吵之后，他们达成了和解。
arrangement	L'arrangement floral du salon a séduit tous les invités.	客厅的插花布置让宾客们赞不绝口。
arrangement	Un petit arrangement avec le voisin nous permet de partager le garage.	跟邻居的小约定让我们共用这个车库。
arrogance	Son arrogance en réunion finit par lasser tout le monde.	他在会上的傲慢最终让所有人厌倦。
arrogance	Il répond avec une arrogance qui irrite le jury.	他傲慢的回答惹恼了评委。
arrogance	L'arrogance du champion lui a coûté des sponsors.	冠军的傲慢让他失去了赞助商。
arrogant	Son ton arrogant a vite agacé ses collègues.	他傲慢的语气很快让同事反感。
arrogant	Riche et arrogant, il méprisait ses anciens amis.	他有钱后就变得傲慢，瞧不起老朋友。
arrogant	Elle paraît arrogante, mais elle est simplement réservée.	她显得高傲，其实只是腼腆。
arsenal	Les murailles de l'arsenal abritent aujourd'hui des artistes.	兵工厂的围墙里如今住满了艺术家。
arsenal	Le traité limite l'arsenal nucléaire des deux pays.	条约限制了两国核武库的规模。
arsenal	Il déploie tout un arsenal d'arguments pour convaincre le jury.	他搬出整套说辞来说服评委。
art	Le musée d'art moderne ouvre à dix heures.	现代艺术博物馆十点开门。
art	Elle étudie l'art de la Renaissance à l'université.	她在大学里研究文艺复兴时期的艺术。
art	Réussir une bonne crêpe, c'est tout un art.	摊好一张可丽饼可是一门学问。
article	Son article sur les abeilles a été publié dans la revue.	他写的那篇关于蜜蜂的文章发表在杂志上。
article	Cet article est en promotion, profite-en avant dimanche.	这件商品在打折，周日前快去抢购。
article	Les articles définis posent souvent problème aux débutants.	定冠词常常让初学者犯难。
artifice	Le magicien révèle enfin l'artifice de son grand tour.	魔术师终于揭开了大招的窍门。
artifice	Sans artifice, ce plat mise tout sur la qualité des produits.	这道菜不加任何花哨技巧，全凭食材品质。
artifice	Il a trouvé l'artifice qui débloque le niveau du jeu.	他找到了解锁游戏关卡的诀窍。
artisan	Cet artisan répare les meubles anciens avec soin.	这位工匠精心修复旧家具。
artisan	Le fromage vient d'un artisan de la vallée.	这奶酪出自山谷里的一位手艺人。
artisan	Les artisans du quartier ouvrent leurs portes ce week-end.	本周末街区手艺人开放工作室迎客。
artiste	Cet artiste peint des paysages au coucher du soleil.	这位艺术家画日落时分的风景。
artiste	L'artiste signe des autographes après le concert.	音乐会结束后艺术家为歌迷签名。
