호텔	[ɸʷo̞tʰe̞ɭ]	[ɸʷo̞tʰe̞ɭ]	[[ɸʷo̞tʰe̞ɭ]] Hotel (旅行)
화장실	[ɸwa̠d͡ʑa̠ŋɕʰiɭ]	[ɸwa̠d͡ʑa̠ŋɕʰiɭ]	[[ɸwa̠d͡ʑa̠ŋɕʰiɭ]] 浴室 (旅行)
실례합니다			麻煩 (表達)
얼마	[ʌ̹ɭma̠]	[ʌ̹ɭma̠]	[[ʌ̹ɭma̠]] 多少 (購物)
싸다	[s͈a̠da̠]	[s͈a̠da̠]	[[s͈a̠da̠]] 便宜 (購物)
비싸다	[pis͈a̠da̠]	[pis͈a̠da̠]	[[pis͈a̠da̠]] 昂貴 (購物)
모르겠어요			我不知道 (表達)
좋아요	[ˈt͡ɕo̞(ː)a̠jo]	[ˈt͡ɕo̞(ː)a̠jo]	[[ˈt͡ɕo̞(ː)a̠jo]] 我喜歡 (表達)
싫어요	[ɕʰiɾʌ̹jo]	[ɕʰiɾʌ̹jo]	[[ɕʰiɾʌ̹jo]] 我不喜歡 (表達)
주세요			請 (基礎)
잠깐만요			等一下 (表達)
축하합니다			恭喜 (表達)
일	[i(ː)ɭ]	[i(ː)ɭ]	[[i(ː)ɭ]] 工作 (日常生活)
음악	[ɯma̠k̚]	[ɯma̠k̚]	[[ɯma̠k̚]] 音樂 (娛樂)
영화	[jʌ̹ŋβwa̠]	[jʌ̹ŋβwa̠]	[[jʌ̹ŋβwa̠]] 電影 (娛樂)
전화	[t͡ɕʌ̹nwa̠]	[t͡ɕʌ̹nwa̠]	[[t͡ɕʌ̹nwa̠]] 電話 (日常生活)
도와주세요			幫助 (基礎)
남자친구	[na̠md͡ʑa̠t͡ɕʰinɡu]	[na̠md͡ʑa̠t͡ɕʰinɡu]	[[na̠md͡ʑa̠t͡ɕʰinɡu]] 男朋友 (關係)
여자친구	[jʌ̹d͡ʑa̠t͡ɕʰinɡu]	[jʌ̹d͡ʑa̠t͡ɕʰinɡu]	[[jʌ̹d͡ʑa̠t͡ɕʰinɡu]] 女朋友 (關係)
건배	[kʌ̹nbɛ]	[kʌ̹nbɛ]	[[kʌ̹nbɛ]] 乾杯 (文化)
케이팝	[kʰe̞ipʰa̠p̚]	[kʰe̞ipʰa̠p̚]	[[kʰe̞ipʰa̠p̚]] K-pop (文化)
아이돌	[a̠ido̞ɭ]	[a̠ido̞ɭ]	[[a̠ido̞ɭ]] K-pop偶像 (文化)
팬덤	[pʰɛndʌ̹m]	[pʰɛndʌ̹m]	[[pʰɛndʌ̹m]] 粉絲圈 (文化)
태권도	[tʰɛk͈wʌ̹ndo̞]	[tʰɛk͈wʌ̹ndo̞]	[[tʰɛk͈wʌ̹ndo̞]] 跆拳道 (文化)
먹방	[mʌ̹k̚p͈a̠ŋ]	[mʌ̹k̚p͈a̠ŋ]	[[mʌ̹k̚p͈a̠ŋ]] 吃播 (文化)
피시방	[pʰiɕʰiba̠ŋ]	[pʰiɕʰiba̠ŋ]	[[pʰiɕʰiba̠ŋ]] 網咖 (文化)
케이뷰티			K-Beauty（韓國美妝） (文化)
웹툰	[we̞p̚tʰun]	[we̞p̚tʰun]	[[we̞p̚tʰun]] 網路漫畫 (文化)
만화	[ˈma̠(ː)nβwa̠]	[ˈma̠(ː)nβwa̠]	[[ˈma̠(ː)nβwa̠]] 韓國漫畫 (文化)
집	[t͡ɕip̚]	[t͡ɕip̚]	[[t͡ɕip̚]] 家 (日常生活)
일어나다	[iɾʌ̹na̠da̠]	[iɾʌ̹na̠da̠]	[[iɾʌ̹na̠da̠]] 起床 (日常生活)
아침밥	[a̠t͡ɕʰimba̠p̚]	[a̠t͡ɕʰimba̠p̚]	[[a̠t͡ɕʰimba̠p̚]] 早餐 (日常生活)
카페	[k͈a̠pʰe̞]	[k͈a̠pʰe̞]	[[k͈a̠pʰe̞]] 咖啡廳 (日常生活)
회의	[ˈɸwe̞(ː)ɰi]	[ˈɸwe̞(ː)ɰi]	[[ˈɸwe̞(ː)ɰi]] 會議 (日常生活)
점심시간	[ˈt͡ɕɘ(ː)mɕʰimɕʰiɡa̠n]	[ˈt͡ɕɘ(ː)mɕʰimɕʰiɡa̠n]	[[ˈt͡ɕɘ(ː)mɕʰimɕʰiɡa̠n]] 午休 (日常生活)
주말	[t͡ɕuma̠ɭ]	[t͡ɕuma̠ɭ]	[[t͡ɕuma̠ɭ]] 週末 (日常生活)
아파트	[a̠pʰa̠tʰɯ]	[a̠pʰa̠tʰɯ]	[[a̠pʰa̠tʰɯ]] 公寓 (日常生活)
빨래	[p͈a̠ɭɭɛ]	[p͈a̠ɭɭɛ]	[[p͈a̠ɭɭɛ]] 洗衣 (日常生活)
장보기			買菜 (日常生活)
운동	[ˈu(ː)ndo̞ŋ]	[ˈu(ː)ndo̞ŋ]	[[ˈu(ː)ndo̞ŋ]] 運動 (日常生活)
은행	[ɯnɦɛŋ]	[ɯnɦɛŋ]	[[ɯnɦɛŋ]] 銀行 (日常生活)
배달	[ˈpɛ(ː)da̠ɭ]	[ˈpɛ(ː)da̠ɭ]	[[ˈpɛ(ː)da̠ɭ]] 外送 (日常生活)
인터넷	[intʰʌ̹ne̞t̚]	[intʰʌ̹ne̞t̚]	[[intʰʌ̹ne̞t̚]] 網路 (日常生活)
노래방	[no̞ɾɛba̠ŋ]	[no̞ɾɛba̠ŋ]	[[no̞ɾɛba̠ŋ]] KTV包廂 (日常生活)
결혼식	[kjʌ̹ɾβo̞nɕʰik̚]	[kjʌ̹ɾβo̞nɕʰik̚]	[[kjʌ̹ɾβo̞nɕʰik̚]] 婚禮 (日常生活)
휴일	[çuiɭ]	[çuiɭ]	[[çuiɭ]] 假日 (日常生活)
마트	[ma̠tʰɯ]	[ma̠tʰɯ]	[[ma̠tʰɯ]] 超市 (日常生活)
엘리베이터	[e̞ʎʎibe̞itʰʌ̹]	[e̞ʎʎibe̞itʰʌ̹]	[[e̞ʎʎibe̞itʰʌ̹]] 電梯 (日常生活)
이웃	[iut̚]	[iut̚]	[[iut̚]] 鄰居 (日常生活)
아이들	[a̠idɯɭ]	[a̠idɯɭ]	[[a̠idɯɭ]] 孩子 (日常生活)
일정	[iʎt͡ɕ͈ʌ̹ŋ]	[iʎt͡ɕ͈ʌ̹ŋ]	[[iʎt͡ɕ͈ʌ̹ŋ]] 行程 (日常生活)
이발	[ˈi(ː)ba̠ɭ]	[ˈi(ː)ba̠ɭ]	[[ˈi(ː)ba̠ɭ]] 剪髮 (日常生活)
낮잠	[na̠t̚t͡ɕ͈a̠m]	[na̠t̚t͡ɕ͈a̠m]	[[na̠t̚t͡ɕ͈a̠m]] 小睡 (日常生活)
집밥	[t͡ɕip̚p͈a̠p̚]	[t͡ɕip̚p͈a̠p̚]	[[t͡ɕip̚p͈a̠p̚]] 在家做飯 (日常生活)
스트레스	[sʰɯtʰɯɾe̞s͈ɯ]	[sʰɯtʰɯɾe̞s͈ɯ]	[[sʰɯtʰɯɾe̞s͈ɯ]] 壓力 (日常生活)
공부	[ko̞ŋbu]	[ko̞ŋbu]	[[ko̞ŋbu]] 學習 (日常生活)
취미	[ˈt͡ɕʰɥi(ː)mi]	[ˈt͡ɕʰɥi(ː)mi]	[[ˈt͡ɕʰɥi(ː)mi]] Hobby (日常生活)
도서관	[to̞sʰʌ̹ɡwa̠n]	[to̞sʰʌ̹ɡwa̠n]	[[to̞sʰʌ̹ɡwa̠n]] Library (日常生活)
우체국	[ut͡ɕʰe̞ɡuk̚]	[ut͡ɕʰe̞ɡuk̚]	[[ut͡ɕʰe̞ɡuk̚]] Post office (日常生活)
숙제	[sʰuk̚t͡ɕ͈e̞]	[sʰuk̚t͡ɕ͈e̞]	[[sʰuk̚t͡ɕ͈e̞]] 作業 (教育)
시험	[ɕʰiɦʌ̹m]	[ɕʰiɦʌ̹m]	[[ɕʰiɦʌ̹m]] 考試 (教育)
테스트	[tʰe̞sʰɯtʰɯ]	[tʰe̞sʰɯtʰɯ]	[[tʰe̞sʰɯtʰɯ]] 測驗 (教育)
퀴즈	[kʰɥid͡ʑɯ]	[kʰɥid͡ʑɯ]	[[kʰɥid͡ʑɯ]] 測驗 (教育)
성적	[sʰʌ̹ŋd͡ʑʌ̹k̚]	[sʰʌ̹ŋd͡ʑʌ̹k̚]	[[sʰʌ̹ŋd͡ʑʌ̹k̚]] Grade (教育)
점수	[t͡ɕʌ̹ms͈u]	[t͡ɕʌ̹ms͈u]	[[t͡ɕʌ̹ms͈u]] Score (教育)
이해	[ˈi(ː)ɦɛ]	[ˈi(ː)ɦɛ]	[[ˈi(ː)ɦɛ]] Understand (教育)
질문	[t͡ɕiɭmun]	[t͡ɕiɭmun]	[[t͡ɕiɭmun]] Question (教育)
답	[ta̠p̚]	[ta̠p̚]	[[ta̠p̚]] Answer (教育)
수업	[sʰuʌ̹p̚]	[sʰuʌ̹p̚]	[[sʰuʌ̹p̚]] Class (教育)
레슨			Lesson (教育)
과목	[kwa̠mo̞k̚]	[kwa̠mo̞k̚]	[[kwa̠mo̞k̚]] Subject (教育)
수학	[ˈsʰu(ː)ɦa̠k̚]	[ˈsʰu(ː)ɦa̠k̚]	[[ˈsʰu(ː)ɦa̠k̚]] Math (教育)
과학	[kwa̠ɦa̠k̚]	[kwa̠ɦa̠k̚]	[[kwa̠ɦa̠k̚]] Science (教育)
영어	[jʌ̹ŋʌ̹]	[jʌ̹ŋʌ̹]	[[jʌ̹ŋʌ̹]] English (教育)
역사	[jʌ̹ks͈a̠]	[jʌ̹ks͈a̠]	[[jʌ̹ks͈a̠]] History (教育)
미술	[ˈmi(ː)sʰuɭ]	[ˈmi(ː)sʰuɭ]	[[ˈmi(ː)sʰuɭ]] Art (教育)
체육	[t͡ɕʰe̞juk̚]	[t͡ɕʰe̞juk̚]	[[t͡ɕʰe̞juk̚]] Physical Education (教育)
교실	[ˈkjo(ː)ɕʰiɭ]	[ˈkjo(ː)ɕʰiɭ]	[[ˈkjo(ː)ɕʰiɭ]] Classroom (教育)
칠판	[t͡ɕʰiɭpʰa̠n]	[t͡ɕʰiɭpʰa̠n]	[[t͡ɕʰiɭpʰa̠n]] Blackboard (教育)
마커	[ma̠kʰʌ̹]	[ma̠kʰʌ̹]	[[ma̠kʰʌ̹]] Marker (教育)
분필	[punpʰiɭ]	[punpʰiɭ]	[[punpʰiɭ]] Chalk (教育)
공책	[ko̞ŋt͡ɕʰɛk̚]	[ko̞ŋt͡ɕʰɛk̚]	[[ko̞ŋt͡ɕʰɛk̚]] Notebook (教育)
연필	[jʌ̹npʰiɭ]	[jʌ̹npʰiɭ]	[[jʌ̹npʰiɭ]] Pencil (教育)
펜	[pʰe̞n]	[pʰe̞n]	[[pʰe̞n]] Pen (教育)
지우개	[t͡ɕiuɡɛ]	[t͡ɕiuɡɛ]	[[t͡ɕiuɡɛ]] Eraser (教育)
자	[t͡ɕa̠]	[t͡ɕa̠]	[[t͡ɕa̠]] Ruler (教育)
계산기	[ˈkje̞(ː)sʰa̠nɡi]	[ˈkje̞(ː)sʰa̠nɡi]	[[ˈkje̞(ː)sʰa̠nɡi]] Calculator (教育)
교과서	[ˈkjo(ː)ɡwa̠sʰʌ̹]	[ˈkjo(ː)ɡwa̠sʰʌ̹]	[[ˈkjo(ː)ɡwa̠sʰʌ̹]] Textbook (教育)
사전	[sʰa̠d͡ʑʌ̹n]	[sʰa̠d͡ʑʌ̹n]	[[sʰa̠d͡ʑʌ̹n]] Dictionary (教育)
대학교	[ˈtɛ(ː)ɦa̠k̚k͈jo]	[ˈtɛ(ː)ɦa̠k̚k͈jo]	[[ˈtɛ(ː)ɦa̠k̚k͈jo]] University (教育)
대학	[ˈtɛ(ː)ɦa̠k̚]	[ˈtɛ(ː)ɦa̠k̚]	[[ˈtɛ(ː)ɦa̠k̚]] College (教育)
고등학교	[ko̞dɯŋɦa̠k̚k͈jo]	[ko̞dɯŋɦa̠k̚k͈jo]	[[ko̞dɯŋɦa̠k̚k͈jo]] High School (教育)
중학교	[t͡ɕuŋɦa̠k̚k͈jo]	[t͡ɕuŋɦa̠k̚k͈jo]	[[t͡ɕuŋɦa̠k̚k͈jo]] Middle School (教育)
초등학교	[t͡ɕʰo̞dɯŋɦa̠k̚k͈jo]	[t͡ɕʰo̞dɯŋɦa̠k̚k͈jo]	[[t͡ɕʰo̞dɯŋɦa̠k̚k͈jo]] Elementary School (教育)
유치원	[jut͡ɕʰiwʌ̹n]	[jut͡ɕʰiwʌ̹n]	[[jut͡ɕʰiwʌ̹n]] Kindergarten (教育)
캠퍼스	[kʰɛmpʰʌ̹sʰɯ]	[kʰɛmpʰʌ̹sʰɯ]	[[kʰɛmpʰʌ̹sʰɯ]] Campus (教育)
동기	[to̞ŋɡi]	[to̞ŋɡi]	[[to̞ŋɡi]] Classmate (教育)
아르바이트	[a̠ɾɯba̠itʰɯ]	[a̠ɾɯba̠itʰɯ]	[[a̠ɾɯba̠itʰɯ]] 兼職 (教育)
기술	[kisʰuɭ]	[kisʰuɭ]	[[kisʰuɭ]] 技能 (教育)
학원	[ha̠ɡwʌ̹n]	[ha̠ɡwʌ̹n]	[[ha̠ɡwʌ̹n]] 補習班 (教育)
과제	[kwa̠d͡ʑe̞]	[kwa̠d͡ʑe̞]	[[kwa̠d͡ʑe̞]] 作業 (教育)
프로젝트	[pʰɯɾo̞d͡ʑe̞k̚tʰɯ]	[pʰɯɾo̞d͡ʑe̞k̚tʰɯ]	[[pʰɯɾo̞d͡ʑe̞k̚tʰɯ]] 專案 (教育)
학기	[ha̠k̚k͈i]	[ha̠k̚k͈i]	[[ha̠k̚k͈i]] Semester (Education)
방학	[pa̠ŋɦa̠k̚]	[pa̠ŋɦa̠k̚]	[[pa̠ŋɦa̠k̚]] Vacation (Education)
신나다	[ɕʰinna̠da̠]	[ɕʰinna̠da̠]	[[ɕʰinna̠da̠]] Excited (情感)
지루하다	[t͡ɕiɾuɦa̠da̠]	[t͡ɕiɾuɦa̠da̠]	[[t͡ɕiɾuɦa̠da̠]] Bored (情感)
무섭다	[musʰʌ̹p̚t͈a̠]	[musʰʌ̹p̚t͈a̠]	[[musʰʌ̹p̚t͈a̠]] Scared (情感)
놀라다	[ˈno̞(ː)ɭɭa̠da̠]	[ˈno̞(ː)ɭɭa̠da̠]	[[ˈno̞(ː)ɭɭa̠da̠]] 驚訝 (情感)
외롭다	[we̞ɾo̞p̚t͈a̠]	[we̞ɾo̞p̚t͈a̠]	[[we̞ɾo̞p̚t͈a̠]] 孤單 (情感)
질투하다	[t͡ɕiɭtʰuɦa̠da̠]	[t͡ɕiɭtʰuɦa̠da̠]	[[t͡ɕiɭtʰuɦa̠da̠]] Jealous (Emotions)
불안하다	[puɾa̠nɦa̠da̠]	[puɾa̠nɦa̠da̠]	[[puɾa̠nɦa̠da̠]] Anxious (Emotions)
긴장하다	[kiɲd͡ʑa̠ŋɦa̠da̠]	[kiɲd͡ʑa̠ŋɦa̠da̠]	[[kiɲd͡ʑa̠ŋɦa̠da̠]] Nervous (Emotions)
감사하다	[ˈka̠(ː)msʰa̠ɦa̠da̠]	[ˈka̠(ː)msʰa̠ɦa̠da̠]	[[ˈka̠(ː)msʰa̠ɦa̠da̠]] Grateful (Emotions)
실망하다	[ɕʰiɭma̠ŋɦa̠da̠]	[ɕʰiɭma̠ŋɦa̠da̠]	[[ɕʰiɭma̠ŋɦa̠da̠]] Disappointed (Emotions)
우울하다	[uuɾɦa̠da̠]	[uuɾɦa̠da̠]	[[uuɾɦa̠da̠]] Depressed (Emotions)
명랑하다			Cheerful (Emotions)
평화롭다	[pʰjʌ̹ŋβwa̠ɾo̞p̚t͈a̠]	[pʰjʌ̹ŋβwa̠ɾo̞p̚t͈a̠]	[[pʰjʌ̹ŋβwa̠ɾo̞p̚t͈a̠]] Peaceful (Emotions)
걱정하다	[kʌ̹k̚t͡ɕ͈ʌ̹ŋɦa̠da̠]	[kʌ̹k̚t͡ɕ͈ʌ̹ŋɦa̠da̠]	[[kʌ̹k̚t͡ɕ͈ʌ̹ŋɦa̠da̠]] Worried (Emotions)
궁금하다	[kuŋɡɯmɦa̠da̠]	[kuŋɡɯmɦa̠da̠]	[[kuŋɡɯmɦa̠da̠]] Curious (Emotions)
감동받다			Touched (Emotions)
차분하다	[t͡ɕʰa̠bunɦa̠da̠]	[t͡ɕʰa̠bunɦa̠da̠]	[[t͡ɕʰa̠bunɦa̠da̠]] Calm (Emotions)
만족하다	[ma̠ɲd͡ʑo̞kʰa̠da̠]	[ma̠ɲd͡ʑo̞kʰa̠da̠]	[[ma̠ɲd͡ʑo̞kʰa̠da̠]] 滿意 (情緒)
부러워하다			羨慕 (情緒)
기쁘다	[kip͈ɯda̠]	[kip͈ɯda̠]	[[kip͈ɯda̠]] 喜悅 (情緒)
스트레스받다			壓力大 (情緒)
지치다	[ˈt͡ɕi(ː)t͡ɕʰida̠]	[ˈt͡ɕi(ː)t͡ɕʰida̠]	[[ˈt͡ɕi(ː)t͡ɕʰida̠]] 筋疲力盡 (情緒)
재미있다	[t͡ɕɛmiit̚t͈a̠]	[t͡ɕɛmiit̚t͈a̠]	[[t͡ɕɛmiit̚t͈a̠]] 覺得有趣 (情緒)
짜증나다			惱怒 (情緒)
삐치다			Sulky (Emotions)
장난스럽다			Playful (Emotions)
따뜻하다	[t͈a̠t͈ɯtʰa̠da̠]	[t͈a̠t͈ɯtʰa̠da̠]	[[t͈a̠t͈ɯtʰa̠da̠]] Warm (Emotions)
아늑하다	[a̠nɯkʰa̠da̠]	[a̠nɯkʰa̠da̠]	[[a̠nɯkʰa̠da̠]] Cozy (Emotions)
어색하다	[ˈɘ(ː)sʰɛkʰa̠da̠]	[ˈɘ(ː)sʰɛkʰa̠da̠]	[[ˈɘ(ː)sʰɛkʰa̠da̠]] Uneasy (Emotions)
소심하다	[ˈsʰo̞(ː)ɕʰimɦa̠da̠]	[ˈsʰo̞(ː)ɕʰimɦa̠da̠]	[[ˈsʰo̞(ː)ɕʰimɦa̠da̠]] Timid (Emotions)
부드럽다	[pudɯɾʌ̹p̚t͈a̠]	[pudɯɾʌ̹p̚t͈a̠]	[[pudɯɾʌ̹p̚t͈a̠]] Tender (Emotions)
상쾌하다	[ˈsʰa̠(ː)ŋkʰwɛɦa̠da̠]	[ˈsʰa̠(ː)ŋkʰwɛɦa̠da̠]	[[ˈsʰa̠(ː)ŋkʰwɛɦa̠da̠]] Refreshed (Emotions)
맵다	[mɛp̚t͈a̠]	[mɛp̚t͈a̠]	[[mɛp̚t͈a̠]] 辣 (食物)
달다	[ˈta̠(ː)ɭda̠]	[ˈta̠(ː)ɭda̠]	[[ˈta̠(ː)ɭda̠]] 甜 (食物)
짜다	[t͡ɕ͈a̠da̠]	[t͡ɕ͈a̠da̠]	[[t͡ɕ͈a̠da̠]] 鹹 (食物)
비빔밥	[pibimp͈a̠p̚]	[pibimp͈a̠p̚]	[[pibimp͈a̠p̚]] 拌飯 (食物)
김치	[kimt͡ɕʰi]	[kimt͡ɕʰi]	[[kimt͡ɕʰi]] 泡菜 (食物)
떡볶이	[t͈ʌ̹k̚p͈o̞k͈i]	[t͈ʌ̹k̚p͈o̞k͈i]	[[t͈ʌ̹k̚p͈o̞k͈i]] 辣炒年糕 (食物)
삼겹살	[sʰa̠mɡjʌ̹ps͈a̠ɭ]	[sʰa̠mɡjʌ̹ps͈a̠ɭ]	[[sʰa̠mɡjʌ̹ps͈a̠ɭ]] 烤五花肉 (食物)
불고기	[puɭɡo̞ɡi]	[puɭɡo̞ɡi]	[[puɭɡo̞ɡi]] 烤肉 (食物)
라면	[ɾa̠mjʌ̹n]	[ɾa̠mjʌ̹n]	[[ɾa̠mjʌ̹n]] 泡麵 (食物)
잡채	[t͡ɕa̠p̚t͡ɕʰɛ]	[t͡ɕa̠p̚t͡ɕʰɛ]	[[t͡ɕa̠p̚t͡ɕʰɛ]] 韓式雜菜 (食物)
김밥	[ˈki(ː)mba̠p̚]	[ˈki(ː)mba̠p̚]	[[ˈki(ː)mba̠p̚]] 韓式飯捲 (食物)
냉면	[ˈnɛ(ː)ŋmjʌ̹n]	[ˈnɛ(ː)ŋmjʌ̹n]	[[ˈnɛ(ː)ŋmjʌ̹n]] 冷麵 (食物)
파전	[pʰa̠d͡ʑʌ̹n]	[pʰa̠d͡ʑʌ̹n]	[[pʰa̠d͡ʑʌ̹n]] 蔥餅 (食物)
소주	[sʰo̞d͡ʑu]	[sʰo̞d͡ʑu]	[[sʰo̞d͡ʑu]] 燒酒 (食物)
막걸리	[ma̠k̚k͈ʌ̹ʎʎi]	[ma̠k̚k͈ʌ̹ʎʎi]	[[ma̠k̚k͈ʌ̹ʎʎi]] 米酒 (食物)
빙수	[piŋsʰu]	[piŋsʰu]	[[piŋsʰu]] 刨冰 (食物)
갈비	[ka̠ɭbi]	[ka̠ɭbi]	[[ka̠ɭbi]] 排骨 (食物)
호떡	[ɸʷo̞t͈ʌ̹k̚]	[ɸʷo̞t͈ʌ̹k̚]	[[ɸʷo̞t͈ʌ̹k̚]] 糖餅 (食物)
도시락	[to̞ɕʰiɾa̠k̚]	[to̞ɕʰiɾa̠k̚]	[[to̞ɕʰiɾa̠k̚]] 便當 (食物)
자장면	[t͡ɕa̠d͡ʑa̠ŋmjʌ̹n]	[t͡ɕa̠d͡ʑa̠ŋmjʌ̹n]	[[t͡ɕa̠d͡ʑa̠ŋmjʌ̹n]] 炸醬麵 (食物)
양념치킨			韓式炸雞 (食物)
만두	[ma̠ndu]	[ma̠ndu]	[[ma̠ndu]] 餃子 (食物)
국	[kuk̚]	[kuk̚]	[[kuk̚]] Soup (Food)
고기	[ko̞ɡi]	[ko̞ɡi]	[[ko̞ɡi]] Meat (Food)
계란	[kje̞ɾa̠n]	[kje̞ɾa̠n]	[[kje̞ɾa̠n]] Egg (Food)
마늘	[ma̠nɯɭ]	[ma̠nɯɭ]	[[ma̠nɯɭ]] Garlic (Food)
파	[pʰa̠]	[pʰa̠]	[[pʰa̠]] Green onion (Food)
참기름	[t͡ɕʰa̠mɡiɾɯm]	[t͡ɕʰa̠mɡiɾɯm]	[[t͡ɕʰa̠mɡiɾɯm]] Sesame oil (Food)
밥솥	[pa̠ps͈o̞t̚]	[pa̠ps͈o̞t̚]	[[pa̠ps͈o̞t̚]] Rice cooker (Food)
식당	[ɕʰik̚t͈a̠ŋ]	[ɕʰik̚t͈a̠ŋ]	[[ɕʰik̚t͈a̠ŋ]] Restaurant (Food)
메뉴	[me̞ɲu]	[me̞ɲu]	[[me̞ɲu]] Menu (Food)
주문	[ˈt͡ɕu(ː)mun]	[ˈt͡ɕu(ː)mun]	[[ˈt͡ɕu(ː)mun]] Order (food) (Food)
리필	[ɾipʰiɭ]	[ɾipʰiɭ]	[[ɾipʰiɭ]] Refill (free) (Food)
오랜만이에요			Long time no see (Greetings)
들어오세요			Please come in (Greetings)
수고하셨어요			辛苦了 (問候語)
파이팅	[pʰa̠itʰiŋ]	[pʰa̠itʰiŋ]	[[pʰa̠itʰiŋ]] 加油 (鼓勵) (問候語)
힘내세요			打起精神來 (問候語)
괜찮아요			沒關係 (問候語)
물론이죠			當然 (問候語)
문제없어요			沒問題 (問候語)
천만에요	[t͡ɕʰʌ̹nma̠ne̞jo]	[t͡ɕʰʌ̹nma̠ne̞jo]	[[t͡ɕʰʌ̹nma̠ne̞jo]] 不客氣 (問候語)
언제든지요			隨時 (問候語)
알겠어요			我明白了 (問候語)
정말요			真的嗎？ (問候語)
와	[wa̠]	[wa̠]	[[wa̠]] 哇 (問候語)
대단해요			太棒了 (問候語)
바빠요			我很忙 (問候語)
피곤해요			我累了 (問候語)
만나요			見個面吧 (問候語)
조심하세요			小心 (問候語)
즐거웠어요			我玩得很開心 (問候語)
가요	[ka̠jo]	[ka̠jo]	[[ka̠jo]] 我們走吧 (問候語)
훌륭해요			做得好 (問候語)
할까요			我們一起…好嗎？ (問候語)
걱정했어요			我很擔心你 (問候語)
그럼요			當然 (問候語)
믿어요			我相信你 (問候語)
산	[sʰa̠n]	[sʰa̠n]	[[sʰa̠n]] 山 (自然)
강	[ka̠ŋ]	[ka̠ŋ]	[[ka̠ŋ]] 河流 (自然)
바다	[pa̠da̠]	[pa̠da̠]	[[pa̠da̠]] 海/海洋 (自然)
