que	ki	ki	[ki] 那个；谁；什么<代>
só	/ˈsɔ/	/ˈsɔ/	[ˈsɔ] 独自一人<形>
ter	/ˈte(ʁ)/	/ˈte(ʁ)/	[ˈte(ʁ)] 有<动>
tudo	ˈtudu	ˈtudu	[ˈtudu] 所有；全部<代>
te	/t͡ʃi/	/t͡ʃi/	[t͡ʃi] 你<代>
porque	puɾˈke	puɾˈke	[puɾˈke] 因为<连>
haver	/aˈve(ʁ)/	/aˈve(ʁ)/	[aˈve(ʁ)] 有<名>
tu	/ˈtu/	/ˈtu/	[ˈtu] 你<代>
sei	/ˈsej/	/ˈsej/	[ˈsej] 我知道<叹>
quando	kwɐ̃du	kwɐ̃du	[kwɐ̃du] 什么时候<副>
agora	/aˈɡɔ.ɾɐ/	/aˈɡɔ.ɾɐ/	[aˈɡɔ.ɾɐ] 现在<名>
você	voˈse	voˈse	[voˈse] 你，您<代>
lá	/ˈla/	/ˈla/	[ˈla] 那里<名>
então	/ẽˈtɐ̃w̃/	/ẽˈtɐ̃w̃/	[ẽˈtɐ̃w̃] 然后<副>
era	/ˈɛ.ɾɐ/	/ˈɛ.ɾɐ/	[ˈɛ.ɾɐ] 是<名>
quem	/ˈkẽj̃/	/ˈkẽj̃/	[ˈkẽj̃] 谁<代>
onde	ˈɔndʒi	ˈɔndʒi	[ˈɔndʒi] 哪里<副>
nada	ˈnadɐ	ˈnadɐ	[ˈnadɐ] 什么也没有<代>
ou	ow	ow	[ow] 或者<连>
coisa	/ˈkoj.zɐ/	/ˈkoj.zɐ/	[ˈkoj.zɐ] 东西<名>
dizer	/d͡ʒiˈze(ʁ)/	/d͡ʒiˈze(ʁ)/	[d͡ʒiˈze(ʁ)] 说<动>
são	/ˈsɐ̃w̃/	/ˈsɐ̃w̃/	[ˈsɐ̃w̃] 是<名>
quero	/ˈkɛ.ɾu/	/ˈkɛ.ɾu/	[ˈkɛ.ɾu] 我想要<名>
seu	sew	sew	[sew] 他/她/它的<限定>
poder	/poˈdeʁ/	/poˈdeʁ/	[poˈdeʁ] 电源<名>
mesmo	/ˈmez.mu/	/ˈmez.mu/	[ˈmez.mu] 一样<名>
este	/ˈɛs.t͡ʃi/	/ˈɛs.t͡ʃi/	[ˈɛs.t͡ʃi] 这个<名>
eles	ˈelis	ˈelis	[ˈelis] 他们<代>
nós	/ˈnɔ(j)s/	/ˈnɔ(j)s/	[ˈnɔ(j)s] 我们<代>
todos	/ˈto.dus/	/ˈto.dus/	[ˈto.dus] 大家<代>
nos	ˈnʊs	ˈnʊs	[ˈnʊs] 我们<代>
mim	/ˈmĩ/	/ˈmĩ/	[ˈmĩ] 我<代>
bom	/ˈbõ/	/ˈbõ/	[ˈbõ] 好<形>
ver	/ˈve(ʁ)/	/ˈve(ʁ)/	[ˈve(ʁ)] 看到<动>
casa	/ˈka.zɐ/	/ˈka.zɐ/	[ˈka.zɐ] 家<名>
teu	/tew/	/tew/	[tew] 你的<名>
nunca	ˈnũkɐ	ˈnũkɐ	[ˈnũkɐ] 从不<副>
até	/aˈtɛ/	/aˈtɛ/	[aˈtɛ] 直到<副>
assim	/aˈsĩ/	/aˈsĩ/	[aˈsĩ] 像这样<形>
achar	/aˈʃa(ʁ)/	/aˈʃa(ʁ)/	[aˈʃa(ʁ)] 找到<名>
falar	/faˈlaʁ/	/faˈlaʁ/	[faˈlaʁ] 说话<名>
ainda	/aˈĩ.dɐ/	/aˈĩ.dɐ/	[aˈĩ.dɐ] 仍然<副>
tempo	/ˈtẽ.pu/	/ˈtẽ.pu/	[ˈtẽ.pu] 时间<名>
também	tɐ̃ˈbɐ̃j	tɐ̃ˈbɐ̃j	[tɐ̃ˈbɐ̃j] 也<副>
pai	/ˈpaj/	/ˈpaj/	[ˈpaj] 父亲<名>
sobre	/ˈso.bɾi/	/ˈso.bɾi/	[ˈso.bɾi] 关于<介>
vez	/ˈve(j)s/	/ˈve(j)s/	[ˈve(j)s] 时间<名>
quê	/ˈke/	/ˈke/	[ˈke] 什么<名>
quer	/ˈkɛ(ʁ)/	/ˈkɛ(ʁ)/	[ˈkɛ(ʁ)] 想要<连>
favor	/faˈvoʁ/	/faˈvoʁ/	[faˈvoʁ] 请<名>
depois	/deˈpojs/	/deˈpojs/	[deˈpojs] 之后<副>
tão	/ˈtɐ̃w̃/	/ˈtɐ̃w̃/	[ˈtɐ̃w̃] 所以<动>
mãe	/ˈmɐ̃j̃/	/ˈmɐ̃j̃/	[ˈmɐ̃j̃] 妈妈<名>
talvez	/tawˈve(j)s/	/tawˈve(j)s/	[tawˈve(j)s] 也许<副>
olá	ɔˈla	ɔˈla	[ɔˈla] 你好<叹>
obrigado	obɾiˈgadu	obɾiˈgadu	[obɾiˈgadu] 谢谢（男用）<叹>
noite	/ˈnoj.t͡ʃi/	/ˈnoj.t͡ʃi/	[ˈnoj.t͡ʃi] 晚上<名>
ti	tʃi	tʃi	[tʃi] 你<名>
saber	/saˈbe(ʁ)/	/saˈbe(ʁ)/	[saˈbe(ʁ)] 知道<名>
sempre	ˈsẽpɾi	ˈsẽpɾi	[ˈsẽpɾi] 总是<副>
deus	/ˈdews/	/ˈdews/	[ˈdews] 上帝<名>
alguém	/awˈɡẽj̃/	/awˈɡẽj̃/	[awˈɡẽj̃] 某人<名>
dia	/ˈd͡ʒi.ɐ/	/ˈd͡ʒi.ɐ/	[ˈd͡ʒi.ɐ] 日<名>
certo	/ˈsɛʁ.tu/	/ˈsɛʁ.tu/	[ˈsɛʁ.tu] 对<形>
nem	/ˈnẽj̃/	/ˈnẽj̃/	[ˈnẽj̃] 也不<副>
algum	/awˈɡũ/	/awˈɡũ/	[awˈɡũ] 一些<代>
vida	/ˈvi.dɐ/	/ˈvi.dɐ/	[ˈvi.dɐ] 生活<名>
ano	/ˈɐ̃.nu/	/ˈɐ̃.nu/	[ˈɐ̃.nu] 年<名>
delir	/deˈli(ʁ)/	/deˈli(ʁ)/	[deˈli(ʁ)] 神志不清的<动>
sem	/ˈsẽj̃/	/ˈsẽj̃/	[ˈsẽj̃] 没有<介>
tinha	/ˈt͡ʃĩ.ɲɐ/	/ˈt͡ʃĩ.ɲɐ/	[ˈt͡ʃĩ.ɲɐ] 有<名>
querer	/keˈɾe(ʁ)/	/keˈɾe(ʁ)/	[keˈɾe(ʁ)] 想要<名>
homem	/ˈõ.mẽj̃/	/ˈõ.mẽj̃/	[ˈõ.mẽj̃] 男人<名>
pessoa	/peˈso(w).ɐ/	/peˈso(w).ɐ/	[peˈso(w).ɐ] 人<名>
algo	ˈaw̃gu	ˈaw̃gu	[ˈaw̃gu] 某事；某物<代>
pelo	/ˈpe.lu/	/ˈpe.lu/	[ˈpe.lu] 毛皮<名>
ficar	/fiˈka(ʁ)/	/fiˈka(ʁ)/	[fiˈka(ʁ)] 留下来<动>
boa	/ˈbo(w).ɐ/	/ˈbo(w).ɐ/	[ˈbo(w).ɐ] 好<名>
parecer	/pa.ɾeˈseʁ/	/pa.ɾeˈseʁ/	[pa.ɾeˈseʁ] 意见<名>
claro	/ˈkla.ɾu/	/ˈkla.ɾu/	[ˈkla.ɾu] 当然<名>
dois	/ˈdojs/	/ˈdojs/	[ˈdojs] 两个<名>
verdade	/veʁˈda.d͡ʒi/	/veʁˈda.d͡ʒi/	[veʁˈda.d͡ʒi] 真相<名>
tipo	/ˈt͡ʃi.pu/	/ˈt͡ʃi.pu/	[ˈt͡ʃi.pu] 类型<名>
preciso	/pɾeˈsi.zu/	/pɾeˈsi.zu/	[pɾeˈsi.zu] 我需要<形>
antes	/ˈɐ̃.t͡ʃis/	/ˈɐ̃.t͡ʃis/	[ˈɐ̃.t͡ʃis] 之前<名>
senhor	/sẽˈɲoʁ/	/sẽˈɲoʁ/	[sẽˈɲoʁ] 先生<名>
apenas	/aˈpẽ.nɐs/	/aˈpẽ.nɐs/	[aˈpẽ.nɐs] 只是<副>
sr.	seˈɲoɾ	seˈɲoɾ	[seˈɲoɾ] 先生。<名>
vocês	/voˈse(j)s/	/voˈse(j)s/	[voˈse(j)s] 你<代>
ninguém	/nĩˈɡẽj̃/	/nĩˈɡẽj̃/	[nĩˈɡẽj̃] 没有人<名>
trabalho	/tɾaˈba.ʎu/	/tɾaˈba.ʎu/	[tɾaˈba.ʎu] 工作<名>
outro	/ˈo(w).tɾu/	/ˈo(w).tɾu/	[ˈo(w).tɾu] 其他<代>
espera	/isˈpɛ.ɾɐ/	/isˈpɛ.ɾɐ/	[isˈpɛ.ɾɐ] 等待<名>
comigo	/koˈmi.ɡu/	/koˈmi.ɡu/	[koˈmi.ɡu] 和我一起<副>
vão	/ˈvɐ̃w̃/	/ˈvɐ̃w̃/	[ˈvɐ̃w̃] 去<名>
dinheiro	/d͡ʒĩˈɲe(j).ɾu/	/d͡ʒĩˈɲe(j).ɾu/	[d͡ʒĩˈɲe(j).ɾu] 钱<名>
aí	/aˈi/	/aˈi/	[aˈi] 那里<名>
pouco	/ˈpo(w).ku/	/ˈpo(w).ku/	[ˈpo(w).ku] 很少<副>
essa	/ˈɛ.sɐ/	/ˈɛ.sɐ/	[ˈɛ.sɐ] 这个<名>
esse	/ˈɛ.si/	/ˈɛ.si/	[ˈɛ.si] 这个<名>
grande	/ˈɡɾɐ̃.d͡ʒi/	/ˈɡɾɐ̃.d͡ʒi/	[ˈɡɾɐ̃.d͡ʒi] 大<名>
pois	/ˈpojs/	/ˈpojs/	[ˈpojs] 因为<副>
pelar	/peˈla(ʁ)/	/peˈla(ʁ)/	[peˈla(ʁ)] 剥皮<动>
qualquer	/ˌkwawˈkɛ(ʁ)/	/ˌkwawˈkɛ(ʁ)/	[ˌkwawˈkɛ(ʁ)] 任何<代>
num	/ˈnũ/	/ˈnũ/	[ˈnũ] 在一个<副>
qual	/ˈkwaw/	/ˈkwaw/	[ˈkwaw] 其中<代>
desculpa	/desˈkuw.pɐ/	/desˈkuw.pɐ/	[desˈkuw.pɐ] 抱歉<名>
hoje	/ˈo.ʒi/	/ˈo.ʒi/	[ˈo.ʒi] 今天<副>
toda	/ˈto.dɐ/	/ˈto.dɐ/	[ˈto.dɐ] 全部<名>
dever	/deˈveʁ/	/deˈveʁ/	[deˈveʁ] 职责<名>
mulher	/muˈʎɛʁ/	/muˈʎɛʁ/	[muˈʎɛʁ] 女人<名>
fora	/ˈfɔ.ɾɐ/	/ˈfɔ.ɾɐ/	[ˈfɔ.ɾɐ] 出<名>
filho	/ˈfi.ʎu/	/ˈfi.ʎu/	[ˈfi.ʎu] 儿子<名>
cá	/ˈka/	/ˈka/	[ˈka] 这里<名>
meus	mewʃ	mewʃ	[mewʃ] 我的<代>
nosso	/ˈnɔ.su/	/ˈnɔ.su/	[ˈnɔ.su] 我们的<名>
olha	/ˈo.ʎɐ/	/ˈo.ʎɐ/	[ˈo.ʎɐ] 看看<名>
sério	/ˈsɛ.ɾju/	/ˈsɛ.ɾju/	[ˈsɛ.ɾju] 认真地<名>
oh	o	o	[o] 哦<叹>
nossa	/ˈnɔ.sɐ/	/ˈnɔ.sɐ/	[ˈnɔ.sɐ] 我们的<叹>
certeza	/seʁˈte.zɐ/	/seʁˈte.zɐ/	[seʁˈte.zɐ] 当然<名>
nome	/ˈnõ.mi/	/ˈnõ.mi/	[ˈnõ.mi] 姓名<名>
todo	/ˈto.du/	/ˈto.du/	[ˈto.du] 全部<名>
dar	/ˈda(ʁ)/	/ˈda(ʁ)/	[ˈda(ʁ)] 给予<动>
tentar	/tẽˈta(ʁ)/	/tẽˈta(ʁ)/	[tẽˈta(ʁ)] 尝试<动>
sair	/saˈi(ʁ)/	/saˈi(ʁ)/	[saˈi(ʁ)] 离开<动>
quanto	/ˈkʷɐ̃.tu/	/ˈkʷɐ̃.tu/	[ˈkʷɐ̃.tu] 多少<副>
pensar	/pẽˈsa(ʁ)/	/pẽˈsa(ʁ)/	[pẽˈsa(ʁ)] 认为<动>
mal	/ˈmaw/	/ˈmaw/	[ˈmaw] 坏<名>
volta	/ˈvɔw.tɐ/	/ˈvɔw.tɐ/	[ˈvɔw.tɐ] 回来<名>
acontecer	/a.kõ.teˈse(ʁ)/	/a.kõ.teˈse(ʁ)/	[a.kõ.teˈse(ʁ)] 发生<动>
consigo	/kõˈsi.ɡu/	/kõˈsi.ɡu/	[kõˈsi.ɡu] 我可以<副>
três	/ˈtɾe(j)s/	/ˈtɾe(j)s/	[ˈtɾe(j)s] 三<名>
mundo	/ˈmũ.du/	/ˈmũ.du/	[ˈmũ.du] 世界<名>
menos	/ˈmẽ.nus/	/ˈmẽ.nus/	[ˈmẽ.nus] 少<名>
amigo	/aˈmi.ɡu/	/aˈmi.ɡu/	[aˈmi.ɡu] 朋友<名>
contigo	/kõˈt͡ʃi.ɡu/	/kõˈt͡ʃi.ɡu/	[kõˈt͡ʃi.ɡu] 和你在一起<副>
embora	/ẽˈbɔ.ɾɐ/	/ẽˈbɔ.ɾɐ/	[ẽˈbɔ.ɾɐ] 虽然<副>
passa	/ˈpa.sɐ/	/ˈpa.sɐ/	[ˈpa.sɐ] 通过<名>
porquê	/puʁˈke/	/puʁˈke/	[puʁˈke] 为什么<名>
problema	/pɾoˈblẽ.mɐ/	/pɾoˈblẽ.mɐ/	[pɾoˈblẽ.mɐ] 问题<名>
carro	/ˈka.ʁu/	/ˈka.ʁu/	[ˈka.ʁu] 汽车<名>
lado	/ˈla.du/	/ˈla.du/	[ˈla.du] 侧面<名>
vezes	/ˈve.zis/	/ˈve.zis/	[ˈve.zis] 次<介>
nas	/nas/	/nas/	[nas] 在<代>
fez	/ˈfɛ(j)s/	/ˈfɛ(j)s/	[ˈfɛ(j)s] 做了<名>
novo	/ˈno.vu/	/ˈno.vu/	[ˈno.vu] 新的<名>
merda	/ˈmɛʁ.dɐ/	/ˈmɛʁ.dɐ/	[ˈmɛʁ.dɐ] 狗屎<名>
parte	/ˈpaʁ.t͡ʃi/	/ˈpaʁ.t͡ʃi/	[ˈpaʁ.t͡ʃi] 部分<名>
obrigada	obɾiˈgadɐ	obɾiˈgadɐ	[obɾiˈgadɐ] 谢谢（女用）<叹>
primeiro	/pɾiˈme(j).ɾu/	/pɾiˈme(j).ɾu/	[pɾiˈme(j).ɾu] 第一<名>
será	/seˈɾa/	/seˈɾa/	[seˈɾa] 将是<叹>
lugar	/luˈɡaʁ/	/luˈɡaʁ/	[luˈɡaʁ] 地方<名>
voltar	/vowˈta(ʁ)/	/vowˈta(ʁ)/	[vowˈta(ʁ)] 返回<动>
vir	/ˈvi(ʁ)/	/ˈvi(ʁ)/	[ˈvi(ʁ)] 来吧<动>
dentro	/ˈdẽ.tɾu/	/ˈdẽ.tɾu/	[ˈdẽ.tɾu] 里面<副>
família	/faˈmi.ljɐ/	/faˈmi.ljɐ/	[faˈmi.ljɐ] 家庭<名>
ali	/aˈli/	/aˈli/	[aˈli] 那里<副>
razão	/ʁaˈzɐ̃w̃/	/ʁaˈzɐ̃w̃/	[ʁaˈzɐ̃w̃] 原因<名>
aquele	/aˈke.li/	/aˈke.li/	[aˈke.li] 那个<代>
fui	/ˈfuj/	/ˈfuj/	[ˈfuj] 我去了<叹>
anda	/ˈɐ̃.dɐ/	/ˈɐ̃.dɐ/	[ˈɐ̃.dɐ] 来吧<名>
querido	/keˈɾi.du/	/keˈɾi.du/	[keˈɾi.du] 亲爱的<名>
ideia	/iˈdɛj.ɐ/	/iˈdɛj.ɐ/	[iˈdɛj.ɐ] 想法<名>
hora	/ˈɔ.ɾɐ/	/ˈɔ.ɾɐ/	[ˈɔ.ɾɐ] 时间<名>
si	/ˈsi/	/ˈsi/	[ˈsi] 是的<名>
polícia	/puˈli.sjɐ/	/puˈli.sjɐ/	[puˈli.sjɐ] 警察<名>
forma	/ˈfɔʁ.mɐ/	/ˈfɔʁ.mɐ/	[ˈfɔʁ.mɐ] 形状<名>
entre	/ˈẽ.tɾi/	/ˈẽ.tɾi/	[ˈẽ.tɾi] 之间<介>
caso	/ˈka.zu/	/ˈka.zu/	[ˈka.zu] 案例<名>
gosto	/ˈɡos.tu/	/ˈɡos.tu/	[ˈɡos.tu] 味道<名>
atrás	/aˈtɾa(j)s/	/aˈtɾa(j)s/	[aˈtɾa(j)s] 后面<副>
amor	/aˈmoʁ/	/aˈmoʁ/	[aˈmoʁ] 爱<名>
ok	/ˌɔˈkej/	/ˌɔˈkej/	[ˌɔˈkej] 好的<名>
uns	/ũs/	/ũs/	[ũs] 一些<副>
desde	/ˈde(j)z.d͡ʒi/	/ˈde(j)z.d͡ʒi/	[ˈde(j)z.d͡ʒi] 自从<介>
cabeça	/kaˈbe.sɐ/	/kaˈbe.sɐ/	[kaˈbe.sɐ] 头<名>
ajudar	/a.ʒuˈda(ʁ)/	/a.ʒuˈda(ʁ)/	[a.ʒuˈda(ʁ)] 帮助<动>
tarde	/ˈtaʁ.d͡ʒi/	/ˈtaʁ.d͡ʒi/	[ˈtaʁ.d͡ʒi] 下午<名>
momento	/moˈmẽ.tu/	/moˈmẽ.tu/	[moˈmẽ.tu] 时刻<名>
tal	/ˈtaw/	/ˈtaw/	[ˈtaw] 这样的<名>
pronto	/ˈpɾõ.tu/	/ˈpɾõ.tu/	[ˈpɾõ.tu] 准备好了<名>
foram	/ˈfo.ɾɐ̃w̃/	/ˈfo.ɾɐ̃w̃/	[ˈfo.ɾɐ̃w̃] 是<动>
ia	/iˈa/	/iˈa/	[iˈa] ia<名>
cidade	/siˈda.d͡ʒi/	/siˈda.d͡ʒi/	[siˈda.d͡ʒi] 城市<名>
encontrar	/ẽ.kõˈtɾa(ʁ)/	/ẽ.kõˈtɾa(ʁ)/	[ẽ.kõˈtɾa(ʁ)] 找到<动>
frente	/ˈfɾẽ.t͡ʃi/	/ˈfɾẽ.t͡ʃi/	[ˈfɾẽ.t͡ʃi] 前面<名>
passar	/paˈsa(ʁ)/	/paˈsa(ʁ)/	[paˈsa(ʁ)] 通过<动>
deixar	/de(j)ˈʃa(ʁ)/	/de(j)ˈʃa(ʁ)/	[de(j)ˈʃa(ʁ)] 离开<动>
nenhum	/nẽˈɲũ/	/nẽˈɲũ/	[nẽˈɲũ] 无<代>
gente	/ˈʒẽ.t͡ʃi/	/ˈʒẽ.t͡ʃi/	[ˈʒẽ.t͡ʃi] 人<名>
durante	/duˈɾɐ̃.t͡ʃi/	/duˈɾɐ̃.t͡ʃi/	[duˈɾɐ̃.t͡ʃi] 期间<名>
seria	se.ˈɾi.ə	se.ˈɾi.ə	[se.ˈɾi.ə] 会是<形>
entrar	/ẽˈtɾa(ʁ)/	/ẽˈtɾa(ʁ)/	[ẽˈtɾa(ʁ)] 输入<动>
chegar	/ʃeˈɡa(ʁ)/	/ʃeˈɡa(ʁ)/	[ʃeˈɡa(ʁ)] 到达<动>
nova	/ˈnɔ.vɐ/	/ˈnɔ.vɐ/	[ˈnɔ.vɐ] 新的<名>
trabalhar	/tɾa.baˈʎa(ʁ)/	/tɾa.baˈʎa(ʁ)/	[tɾa.baˈʎa(ʁ)] 工作<动>
quase	/ˈkwa.zi/	/ˈkwa.zi/	[ˈkwa.zi] 几乎<名>
desculpar	/des.kuwˈpa(ʁ)/	/des.kuwˈpa(ʁ)/	[des.kuwˈpa(ʁ)] 道歉<动>
amanhã	/a.mɐ̃ˈɲɐ̃/	/a.mɐ̃ˈɲɐ̃/	[a.mɐ̃ˈɲɐ̃] 明天<名>
tanto	/ˈtɐ̃.tu/	/ˈtɐ̃.tu/	[ˈtɐ̃.tu] 这么多<名>
história	/isˈtɔ.ɾjɐ/	/isˈtɔ.ɾjɐ/	[isˈtɔ.ɾjɐ] 历史<名>
irmão	/iʁˈmɐ̃w̃/	/iʁˈmɐ̃w̃/	[iʁˈmɐ̃w̃] 兄弟<名>
cima	/ˈsĩ.mɐ/	/ˈsĩ.mɐ/	[ˈsĩ.mɐ] 顶部<名>
contra	/ˈkõ.tɾɐ/	/ˈkõ.tɾɐ/	[ˈkõ.tɾɐ] 反对<介>
morrer	/moˈʁe(ʁ)/	/moˈʁe(ʁ)/	[moˈʁe(ʁ)] 死<动>
maneira	/maˈne(j).ɾɐ/	/maˈne(j).ɾɐ/	[maˈne(j).ɾɐ] 方式<名>
enquanto	/ẽˈkwɐ̃.tu/	/ẽˈkwɐ̃.tu/	[ẽˈkwɐ̃.tu] 同时<介>
ajuda	/aˈʒu.dɐ/	/aˈʒu.dɐ/	[aˈʒu.dɐ] 帮助<名>
morto	/ˈmoʁ.tu/	/ˈmoʁ.tu/	[ˈmoʁ.tu] 死了<名>
porta	/ˈpɔʁ.tɐ/	/ˈpɔʁ.tɐ/	[ˈpɔʁ.tɐ] 门<名>
medo	/ˈme.du/	/ˈme.du/	[ˈme.du] 恐惧<名>
morte	/ˈmɔʁ.t͡ʃi/	/ˈmɔʁ.t͡ʃi/	[ˈmɔʁ.t͡ʃi] 死亡<名>
óptimo			太棒了<名>
caminho	/kaˈmĩ.ɲu/	/kaˈmĩ.ɲu/	[kaˈmĩ.ɲu] 路径<名>
feliz	/feˈlis/	/feˈlis/	[feˈlis] 快乐<形>
sentir	/sẽˈt͡ʃi(ʁ)/	/sẽˈt͡ʃi(ʁ)/	[sẽˈt͡ʃi(ʁ)] 感觉<动>
minuto	/miˈnu.tu/	/miˈnu.tu/	[miˈnu.tu] 分钟<名>
ouvir	/o(w)ˈvi(ʁ)/	/o(w)ˈvi(ʁ)/	[o(w)ˈvi(ʁ)] 听<动>
tive	/ˈt͡ʃi.vi/	/ˈt͡ʃi.vi/	[ˈt͡ʃi.vi] 我有<动>
matar	/maˈta(ʁ)/	/maˈta(ʁ)/	[maˈta(ʁ)] 杀<动>
cada	/ka.dɐ/	/ka.dɐ/	[ka.dɐ] 每个<代>
esperar	/is.peˈɾa(ʁ)/	/is.peˈɾa(ʁ)/	[is.peˈɾa(ʁ)] 等待<动>
rapaz	/ʁaˈpa(j)s/	/ʁaˈpa(j)s/	[ʁaˈpa(j)s] 男孩<名>
precisar	/pɾe.siˈza(ʁ)/	/pɾe.siˈza(ʁ)/	[pɾe.siˈza(ʁ)] 需要<动>
for	/ˈfɔʁ/	/ˈfɔʁ/	[ˈfɔʁ] 为了<名>
causa	/ˈkaw.zɐ/	/ˈkaw.zɐ/	[ˈkaw.zɐ] 原因<名>
feito	/ˈfej.tu/	/ˈfej.tu/	[ˈfej.tu] 完成<名>
sorte	/ˈsɔʁ.t͡ʃi/	/ˈsɔʁ.t͡ʃi/	[ˈsɔʁ.t͡ʃi] 运气<名>
lamento	/laˈmẽ.tu/	/laˈmẽ.tu/	[laˈmẽ.tu] 我很遗憾<名>
filha	/ˈfi.ʎɐ/	/ˈfi.ʎɐ/	[ˈfi.ʎɐ] 女儿<名>
acha	/ˈa.ʃɐ/	/ˈa.ʃɐ/	[ˈa.ʃɐ] 认为<名>
levar	/leˈva(ʁ)/	/leˈva(ʁ)/	[leˈva(ʁ)] 采取<动>
conta	/ˈkõ.tɐ/	/ˈkõ.tɐ/	[ˈkõ.tɐ] 帐户<名>
arma	/ˈaʁ.mɐ/	/ˈaʁ.mɐ/	[ˈaʁ.mɐ] 武器<名>
pessoal	/pe.soˈaw/	/pe.soˈaw/	[pe.soˈaw] 个人的<名>
quarto	/ˈkwaʁ.tu/	/ˈkwaʁ.tu/	[ˈkwaʁ.tu] 房间<名>
olho	/ˈo.ʎu/	/ˈo.ʎu/	[ˈo.ʎu] 眼睛<名>
senhora	/sẽˈɲɔ.ɾɐ/	/sẽˈɲɔ.ɾɐ/	[sẽˈɲɔ.ɾɐ] 女士<名>
adeus	/aˈdews/	/aˈdews/	[aˈdews] 再见<叹>
cara	/ˈka.ɾɐ/	/ˈka.ɾɐ/	[ˈka.ɾɐ] 脸<名>
distar	/d͡ʒisˈta(ʁ)/	/d͡ʒisˈta(ʁ)/	[d͡ʒisˈta(ʁ)] 距离<动>
junto	/ˈʒũ.tu/	/ˈʒũ.tu/	[ˈʒũ.tu] 在一起<形>
difícil	/d͡ʒiˈfi.siw/	/d͡ʒiˈfi.siw/	[d͡ʒiˈfi.siw] 困难<形>
última	/ˈuw.t͡ʃi.mɐ/	/ˈuw.t͡ʃi.mɐ/	[ˈuw.t͡ʃi.mɐ] 最后<名>
único	/ˈũ.ni.ku/	/ˈũ.ni.ku/	[ˈũ.ni.ku] 独特的<形>
manhã	/mɐ̃ˈɲɐ̃/	/mɐ̃ˈɲɐ̃/	[mɐ̃ˈɲɐ̃] 早上<名>
importante	/ĩ.poʁˈtɐ̃.t͡ʃi/	/ĩ.poʁˈtɐ̃.t͡ʃi/	[ĩ.poʁˈtɐ̃.t͡ʃi] 重要的<形>
mão	/ˈmɐ̃w̃/	/ˈmɐ̃w̃/	[ˈmɐ̃w̃] 手<名>
ei	/ˈej/	/ˈej/	[ˈej] 嘿<副>
água	/ˈa.ɡwɐ/	/ˈa.ɡwɐ/	[ˈa.ɡwɐ] 水<名>
começar	/ko.meˈsa(ʁ)/	/ko.meˈsa(ʁ)/	[ko.meˈsa(ʁ)] 开始<动>
perto	/ˈpɛʁ.tu/	/ˈpɛʁ.tu/	[ˈpɛʁ.tu] 关闭<副>
cuidado	/kujˈda.du/	/kujˈda.du/	[kujˈda.du] 小心点<名>
sangue	/ˈsɐ̃.ɡi/	/ˈsɐ̃.ɡi/	[ˈsɐ̃.ɡi] 血<名>
semana	/seˈmɐ̃.nɐ/	/seˈmɐ̃.nɐ/	[seˈmɐ̃.nɐ] 周<名>
usar	/uˈza(ʁ)/	/uˈza(ʁ)/	[uˈza(ʁ)] 使用<动>
