سَيَّارَةٌ			[sayyārah] 汽车〈名〉
طَائِرَةٌ			[ṭā’irah] 飞机〈名〉
قِطَارٌ			[qiṭār] 火车〈名〉
قَرَأَ			[qara’a] 阅读，朗读〈动〉
كَتَبَ			[kataba] 书写，写作〈动〉
ذَهَبَ			[dhahaba] 去，前往〈动〉
جَاءَ			[jā’a] 来，到达〈动〉
رَأَى			[ra’ā] 看见，认为〈动〉
سَمِعَ			[sami‘a] 听见，听〈动〉
تَكَلَّمَ			[takallama] 说话，讲（某语言）〈动〉
أَكَلَ			[’akala] 吃〈动〉
شَرِبَ			[shariba] 喝〈动〉
نَامَ			[nāma] 睡觉〈动〉
اسْتَيْقَظَ			[istayqaẓa] 醒来，起床〈动〉
عَمِلَ			[‘amila] 工作，做〈动〉
فَهِمَ			[fahima] 理解，明白〈动〉
عَرَفَ			[‘arafa] 知道，认识〈动〉
قَالَ			[qāla] 说〈动〉
فَعَلَ			[fa‘ala] 做，行动〈动〉
سَأَلَ			[sa’ala] 询问，提问〈动〉
أَجَابَ			[’ajāba] 回答〈动〉
أَحَبَّ			[’aḥabba] 喜爱，爱〈动〉
وَجَدَ			[wajada] 找到，发现〈动〉
كَبِيرٌ			[kabīr] 大的，重要的〈形〉
صَغِيرٌ			[ṣaghīr] 小的，年幼的〈形〉
جَدِيدٌ			[jadīd] 新的〈形〉
قَدِيمٌ			[qadīm] 旧的，古老的〈形〉
جَمِيلٌ			[jamīl] 美丽的，好的〈形〉
سَرِيعٌ			[sarī‘] 快的，迅速的〈形〉
بَطِيءٌ			[baṭī’] 慢的，迟缓的〈形〉
صَعْبٌ			[ṣa‘b] 困难的，艰巨的〈形〉
سَهْلٌ			[sahl] 容易的，平坦的〈形〉
قَرِيبٌ			[qarīb] 近的，亲近的〈形〉
بَعِيدٌ			[ba‘īd] 远的〈形〉
كَثِيرٌ			[kathīr] 多的，许多的〈形〉
قَلِيلٌ			[qalīl] 少的，少量的〈形〉
حَارٌّ			[ḥārr] 热的，炎热的〈形〉
بَارِدٌ			[bārid] 冷的，寒冷的〈形〉
طَوِيلٌ			[ṭawīl] 长的，高大的〈形〉
قَصِيرٌ			[qaṣīr] 短的，矮的〈形〉
فِي			[fī] 在……里，在……中〈介〉
مِنْ			[min] 从，来自；由……构成〈介〉
إِلَى			[’ilā] 向，到，至〈介〉
عَلَى			[‘alā] 在……之上，按照〈介〉
عَنْ			[‘an] 关于，离开，代表〈介〉
مَعَ			[ma‘a] 同，和，与〈介〉
بَيْنَ			[bayna] 在……之间〈介〉
قَبْلَ			[qabla] 在……之前〈介〉
بَعْدَ			[ba‘da] 在……之后〈介〉
تَحْتَ			[taḥta] 在……之下〈介〉
فَوْقَ			[fawqa] 在……上方〈介〉
وَ			[wa] 和，与，并且〈连〉
أَوْ			[’aw] 或者〈连〉
ثُمَّ			[thumma] 然后，接着〈连〉
لَكِنَّ			[lākinna] 但是，然而〈连〉
لِأَنَّ			[li’anna] 因为〈连〉
نَعَمْ			[na‘am] 是的，对〈助〉
لَا			[lā] 不，不是，没有〈助〉
اقْتِصَادٌ			[iqtiṣād] 经济，节约〈名〉
حُكُومَةٌ			[ḥukūmah] 政府，内阁〈名〉
مُجْتَمَعٌ			[mujtama‘] 社会〈名〉
ثَقَافَةٌ			[thaqāfah] 文化，教养〈名〉
تَعْلِيمٌ			[ta‘līm] 教育，教学〈名〉
صِنَاعَةٌ			[ṣinā‘ah] 工业，制造业〈名〉
زِرَاعَةٌ			[zirā‘ah] 农业，种植业〈名〉
تِجَارَةٌ			[tijārah] 贸易，商业〈名〉
سِيَاسَةٌ			[siyāsah] 政治，政策〈名〉
قَانُونٌ			[qānūn] 法律，法则〈名〉
عَلَاقَةٌ			[‘alāqah] 关系，联系〈名〉
مَشْرُوعٌ			[mashrū‘] 项目，工程；合法的〈名〉
فُرْصَةٌ			[furṣah] 机会，机遇〈名〉
مُؤْتَمَرٌ			[mu’tamar] 会议，大会〈名〉
اتِّفَاقِيَّةٌ			[ittifāqiyyah] 条约，协定〈名〉
مَسْؤُولِيَّةٌ			[mas’ūliyyah] 责任，职责〈名〉
تَطْوِيرٌ			[taṭwīr] 发展，开发，改良〈名〉
تَغْيِيرٌ			[taghyīr] 改变，变革〈名〉
نَجَاحٌ			[najāḥ] 成功，胜利〈名〉
تَحَدٍّ			[taḥaddin] 挑战〈名〉
مَنْهَجٌ			[manhaj] 方法，方针，课程大纲〈名〉
مُسْتَوًى			[mustawan] 水平，层次〈名〉
دَوْرٌ			[dawr] 角色，作用，轮次〈名〉
شَرِكَةٌ			[sharikah] 公司，企业〈名〉
عَمَلِيَّةٌ			[‘amaliyyah] 过程，操作；手术〈名〉
سَاعَدَ			[sā‘ada] 帮助，协助（Form III）〈动〉
حَاوَلَ			[ḥāwala] 尝试，企图（Form III）〈动〉
شَارَكَ			[shāraka] 参与，分享（Form III）〈动〉
وَافَقَ			[wāfaqa] 同意，赞同（Form III）〈动〉
أَرْسَلَ			[’arsala] 派遣，发送（Form IV）〈动〉
أَعْلَنَ			[’a‘lana] 宣布，公布（Form IV）〈动〉
أَصْبَحَ			[’aṣbaḥa] 变得，成为（Form IV）〈动〉
تَعَلَّمَ			[ta‘allama] 学习，求知（Form V）〈动〉
تَغَيَّرَ			[taghayyara] 改变，变动（Form V）〈动〉
تَقَدَّمَ			[taqaddama] 前进，进步（Form V）〈动〉
تَعَاوَنَ			[ta‘āwana] 协作，互相合作（Form VI）〈动〉
تَنَاوَلَ			[tanāwala] 探讨；吃喝（Form VI）〈动〉
انْطَلَقَ			[inṭalaqa] 出发，启航，展开（Form VII）〈动〉
اجْتَمَعَ			[ijtama‘a] 集合，开会（Form VIII）〈动〉
احْتَرَمَ			[iḥtarama] 尊敬，尊重（Form VIII）〈动〉
اسْتَخْدَمَ			[istakhdama] 使用，利用（Form X）〈动〉
اسْتَفَادَ			[istafāda] 获益，利用（Form X）〈动〉
اسْتَمَرَّ			[istamarra] 继续，持续（Form X）〈动〉
سِيَادَةٌ			[siyādah] 主权，统治权〈名〉
اسْتِرَاتِيجِيَّةٌ			[istrātījiyyah] 战略，策略〈名〉
تَضَامُنٌ			[taḍāmun] 声援，团结互助〈名〉
شَفَافِيَّةٌ			[shaffāfiyyah] 透明度〈名〉
اسْتِدَامَةٌ			[istidāmah] 可持续性〈名〉
ازْدِهَارٌ			[izdihār] 繁荣，昌盛〈名〉
تَوَافُقٌ			[tawāfuq] 共识，契合，一致〈名〉
نُفُوذٌ			[nufūdh] 影响力，势力〈名〉
هَيْمَنَةٌ			[haymanah] 霸权，支配，控制〈名〉
تَكَتُّلٌ			[takattul] 集团，同盟，集团化〈名〉
تَسْوِيَةٌ			[taswiyah] 调解，解决，和解〈名〉
مُرُونَةٌ			[murūnah] 弹性，灵活性〈名〉
جَدْوَى			[jadwā] 可行性，益处，收益〈名〉
حَافِزٌ			[ḥāfiz] 诱因，动机，刺激因素〈名〉
تَكْرِيسٌ			[takrīs] 确立，巩固，神圣化〈名〉
مُعْضِلَةٌ			[mu‘ḍilah] 困境，两难难题〈名〉
انْدِمَاجٌ			[indimāj] 融合，一体化〈名〉
جَوْهَرِيٌّ			[jawhariyy] 本质的，实质性的〈形〉
شَامِلٌ			[shāmil] 全面的，包罗万象的〈形〉
مِحْوَرِيٌّ			[miḥwariyy] 关键的，枢纽的，核心的〈形〉
بَرْمَجَةٌ			[barmajah] 编程，程序设计〈名〉
خَوَارِزْمِيَّةٌ			[khawārizmiyyah] 算法（源自数学家花拉子米）〈名〉
ذَكَاءٌ اصْطِنَاعِيٌّ			[dhakā’ iṣṭinā‘iyy] 人工智能 (AI)〈名〉
قَاعِدَةُ بَيَانَاتٍ			[qā‘idat bayānāt] 数据库〈名〉
شَبَكَةٌ			[shabakah] 网络〈名〉
خَادِمٌ			[khādim] 服务器 (Server)〈名〉
أَمْنٌ سِيبِرَانِيٌّ			[’amn sībīrāniyy] 网络安全 (Cybersecurity)〈名〉
تَشْفِيرٌ			[tashfīr] 加密 (Encryption)〈名〉
حَوْسَبَةٌ سَحَابِيَّةٌ			[ḥawsabah saḥābiyyah] 云计算 (Cloud Computing)〈名〉
مُعَالَجَةُ اللُّغَاتِ الطَّبِيعِيَّةِ			[mu‘ālajat al-lughāt] 自然语言处理 (NLP)〈名〉
نِظَامُ تَشْغِيلٍ			[niẓām tashghīl] 操作系统 (OS)〈名〉
مَفْتُوحُ المَصْدَرِ			[maftūḥ al-maṣdar] 开源的 (Open Source)〈形〉
وَاجِهَةُ بَرْمَجَةِ التَّطْبِيقَاتِ			[wājihah barmajat al-tatbīqāt] 应用程序编程接口 (API)〈名〉
تَعَلُّمُ الآلَةِ			[ta‘allum al-’ālah] 机器学习 (Machine Learning)〈名〉
بَيَانَاتٌ ضَخْمَةٌ			[bayānāt ḍakhmah] 大数据 (Big Data)〈名〉
تَطْبِيقٌ			[taṭbīq] 应用，软件 App〈名〉
مُطَوِّرٌ			[muṭawwir] 开发者，开发工程师〈名〉
شَفْرَةٌ بَرْمَجِيَّةٌ			[shafrah barmajiyyah] 代码，源码〈名〉
مُتَصَفِّحٌ			[mutaṣaffiḥ] 浏览器〈名〉
تَخْزِينٌ			[takhzīn] 存储，储存〈名〉
تَضَخُّمٌ			[taḍakhkhum] 通货膨胀〈名〉
سِعْرُ الفَائِدَةِ			[si‘r al-fā’idah] 利率〈名〉
عَجْزُ المِيزَانِيَّةِ			[‘ajz al-mīzāniyyah] 预算赤字〈名〉
اسْتِثْمَارٌ			[istithmār] 投资，资本投入〈名〉
سُوقُ الأَسْهُمِ			[sūq al-’ashum] 股票市场，股市〈名〉
سَنَدَاتٌ			[sanadāt] 债券〈名〉
سُيُولَةٌ نَقْدِيَّةٌ			[suyūlah naqdiyyah] 现金流动性〈名〉
صَادِرَاتٌ			[ṣādirāt] 出口产品，出口额〈名〉
وَارِدَاتٌ			[wāridāt] 进口产品，进口额〈名〉
عَقْدٌ			[‘aqd] 合同，契约〈名〉
إِفْلَاسٌ			[’iflās] 破产〈名〉
حِصَّةٌ سُوقِيَّةٌ			[ḥiṣṣah sūqiyyah] 市场份额〈名〉
أَرْبَاحٌ			[’arbāḥ] 利润，收益〈名〉
خَسَائِرٌ			[khasā’ir] 亏损，损失〈名〉
انْدِمَاجٌ وَاسْتِحْوَاذٌ			[indimāj wa-stiḥwādh] 并购 (M&A)〈名〉
مَصْرِفٌ مَرْكَزِيٌّ			[maṣrif markaziyy] 中央银行〈名〉
ضَرِيبَةُ القِيمَةِ المُضَافَةِ			[ḍarībatu l-qīmati l-muḍāfati] 增值税 (VAT)〈名〉
تَأْمِينٌ			[ta’mīn] 保险〈名〉
عَوْلَمَةٌ			[‘awlamah] 全球化〈名〉
رَأْسُمَالٌ			[ra’sumāl] 资本，资产〈名〉
سَفَارَةٌ			[safārah] 大使馆〈名〉
سَفِيرٌ			[safīr] 大使〈名〉
قِمَّةٌ			[qimmah] 峰会，首脑会议〈名〉
مُعَاهَدَةٌ			[mu‘āhadah] 公约，条约〈名〉
عُقُوبَاتٌ دَوْلِيَّةٌ			[‘uqūbāt dawliyya] 国际制裁〈名〉
بَرَاعَةٌ دِبْلُومَاسِيَّةٌ			[barā‘ah diblūmāsiyyah] 外交智慧与技巧〈名〉
وَقْفُ إِطْلَاقِ النَّارِ			[waqf ’iṭlāq an-nār] 停火，停战〈名〉
قَرَارُ مَجْلِسِ الأَمْنِ			[qarāru majlisi al-’amni] 安理会决议〈名〉
حِصَانَةٌ دِبْلُومَاسِيَّةٌ			[ḥiṣānah dīblūmāsiyyah] 外交豁免权〈名〉
حُسْنُ الجِوَارِ			[ḥusn al-jiwār] 睦邻友好〈名〉
عُضْوِيَّةٌ			[‘uḍwiyyah] 会员资格，席位〈名〉
بَيَانٌ خِتَامِيٌّ			[bayān khitāmiyy] 闭幕公报，联合声明〈名〉
وَسَاطَةٌ			[wasāṭah] 斡旋，居中调停〈名〉
اسْتِفْتَاءٌ شَعْبِيٌّ			[istiftā’ sha‘biyy] 全民公投〈名〉
حُقُوقُ الإِنْسَانِ			[ḥuqūq al-’insān] 人权〈名〉
تَشْخِيصٌ			[tashkhīṣ] 诊断〈名〉
عِلَاجٌ			[‘ilāj] 治疗，疗法〈名〉
جِرَاحَةٌ			[jirāḥah] 外科，外科学〈名〉
لِقَاحٌ			[liqāḥ] 疫苗〈名〉
مَنَاعَةٌ			[manā‘ah] 免疫力，免疫系统〈名〉
وَبَاءٌ			[wabā’] 流行病，瘟疫〈名〉
أَعْرَاضٌ			[’a‘rāḍ] 症状〈名〉
مُضَادٌّ حَيَوِيٌّ			[muḍādd ḥayawiyy] 抗生素〈名〉
وَصْفَةٌ طِبِّيَّةٌ			[waṣfah ṭibbiyyah] 处方〈名〉
ضَغْطُ الدَّمِ			[ḍaghṭ ad-dam] 血压〈名〉
السُّكَّرِيُّ			[as-sukkariyy] 糖尿病〈名〉
عِنَايَةٌ مُرَكَّزَةٌ			[‘ināyah murakkazah] 重症监护 (ICU)〈名〉
فَحْصٌ شُعَاعِيٌّ			[faḥṣ shu‘ā‘iyy] 放射检查，X光/CT检查〈名〉
عَدْوَى			[‘adwā] 感染，传染〈名〉
تَأْهِيلٌ طِبِّيٌّ			[ta’hīl ṭibbiyy] 康复医疗〈名〉
دُسْتُورٌ			[dustūr] 宪法〈名〉
مَحْكَمَةٌ			[maḥkamah] 法院，法庭〈名〉
قَاضٍ			[qāḍin] 法官〈名〉
مُحَامٍ			[muḥāmin] 律师，辩护人〈名〉
دَعْوَى قَضَائِيَّةٌ			[da‘wā qaḍā’iyyah] 诉讼，官司〈名〉
بَرَاءَةٌ			[barā’ah] 无罪释放，清白〈名〉
تَعْوِيضٌ			[ta‘wīḍ] 赔偿，赔偿金〈名〉
مِلْكِيَّةٌ فِكْرِيَّةٌ			[milkiyyah fikriyyah] 知识产权〈名〉
تَحْكِيمٌ تِجَارِيٌّ			[taḥkīm tijāriyy] 商事仲裁〈名〉
شَاهِدٌ			[shāhid] 证人〈名〉
جِنَايَةٌ			[jināyah] 重罪〈名〉
اسْتِئْنَافٌ			[isti’nāf] 上诉〈名〉
نَافِذُ المَفْعُولِ			[nāfidh al-maf‘ūl] 生效的，有法律效力的〈形〉
بُطْلَانٌ			[buṭlān] 无效，废止〈名〉
قُوَّةٌ قَاهِرَةٌ			[quwwah qāhirah] 不可抗力〈名〉
الصَّبْرُ مِفْتَاحُ الفَرَجِ			[aṣ-ṣabru miftāḥu al-faraj] 忍耐是胜利之匙（苦尽甘来）〈成语〉
الوَقْتُ كَالسَّيْفِ			[al-waqtu ka-s-sayf] 光阴似剑（一寸光阴一寸金）〈格言〉
طَلَبُ العِلْمِ مِنَ المَهْدِ إِلَى اللَّحْدِ			[ṭalabu al-‘ilm] 活到老学到老（从摇篮求知到坟墓）〈格言〉
رُبَّ ضَارَّةٍ نَافِعَةٌ			[rubba ḍārratin nāfi‘ah] 塞翁失马，焉知非福〈成语〉
يَدٌ وَاحِدَةٌ لَا تُصَفِّقُ			[yadun wāḥidatun lā tuṣaffiq] 孤掌难鸣（团结力量大）〈熟语〉
لَا دُخَانَ بِلَا نَارٍ			[lā dukhāna bilā nār] 无风不起浪（事出必有因）〈成语〉
مَنْ جَدَّ وَجَدَ			[man jadda wajada] 天道酬勤（一分耕耘一分收获）〈格言〉
العَقْلُ السَّلِيمُ فِي الجِسْمِ السَّلِيمِ			[al-‘aqlu as-salīm] 健全的精神寓于健全的体魄〈格言〉
عَلَى أَهْلِ العَزْمِ تَأْتِي العَزَائِمُ			[‘alā ’ahli al-‘azm] 唯志者事竟成（名诗人穆太奈比名句）〈诗句格言〉
حَبْلُ الكَذِبِ قَصِيرٌ			[ḥablu al-kadhibi qaṣīr] 谎言腿短（若要人不知，除非己莫为）〈熟语〉
ك-ت-ب (كَتَبَ)			[k-t-b] 【书写/记录】派生: كِتَاب(书) مَكْتَب(办公桌) مَكْتَبَة(图书馆) كَاتِب(作者)〈词根〉
د-ر-س (دَرَسَ)			[d-r-s] 【学习/研读】派生: دَرْس(功课) مُدَرِّس(教师) مَدْرَسَة(学校) دِرَاسَة(学业/研究)〈词根〉
ع-ل-م (عَلِمَ)			[‘-l-m] 【知识/认知】派生: عِلْم(科学/知识) عَالِم(学者) مُعَلِّم(导师) مَعْلُومَة(资讯/信息)〈词根〉
س-ل-م (سَلِمَ)			[s-l-m] 【平安/和平】派生: سَلَام(和平) إِسْلَام(伊斯兰) سَلَامَة(安全) مُسْلِم(穆斯林)〈词根〉
ح-ك-م (حَكَمَ)			[ḥ-k-m] 【审判/智慧/统治】派生: حُكْم(裁决) حِكْمَة(智慧) حَاكِم(统治者) حُكُومَة(政府) مَحْكَمَة(法院)〈词根〉
ع-م-ل (عَمِلَ)			[‘-m-l] 【工作/践行】派生: عَمَل(工作) عَامِل(工人) عَمَلِيَّة(过程/操作) مُعَامَلَة(对待/交易)〈词根〉
ص-ن-ع (صَنَعَ)			[ṣ-n-‘] 【制造/工艺】派生: صِنَاعَة(工业) مَصْنَع(工厂) صَانِع(工匠/制造者) مَصْنُوعَات(制品)〈词根〉
ش-ر-ك (شَرِكَ)			[sh-r-k] 【分享/伙伴】派生: شَرِكَة(公司) شَرِيك(合伙人) مُشَارَكَة(参与) اشْتِرَاك(订阅/会费)〈词根〉
ن-ظ-م (نَظَمَ)			[n-ẓ-m] 【组织/规整】派生: نِظَام(制度/系统) تَنْظِيم(组织/规划) مُنَظَّمَة(国际机构/组织) مُنْتَظِم(有规律的)〈词根〉
ن-ق-ل (نَقَلَ)			[n-q-l] 【迁移/运输/转述】派生: نَقْل(运输/交通) مَنْقُول(转让的/活动动产) انْتِقَال(转移/过渡) نَاقِلَة(运输机/油轮)〈词根〉
أن			[’anna] 确实，那（从属连词）〈连〉
قد			[qad] 已经；可能，也许〈助〉
هل			[hal] 是否，吗（疑问助词）〈助〉
يا			[yā] 呀，啊（呼唤助词）〈助〉
لم			[lam] 未，没有（否定过去式）〈助〉
كان			[kāna] 是，过去曾经是〈动〉
كلّ			[kull] 全部，所有，每个〈名〉
الآن			[al-’ān] 现在，此时此刻〈副〉
فقط			[faqat] 只，仅仅〈副〉
الذي			[alladhī] 那个（阳性关系代词）〈代〉
كن			[kun] 是（كان的祈使式）〈动〉
أجل			[’ajl] 期限；目的（لأجل 为了）〈名〉
لن			[lan] 将不会（否定将来）〈助〉
يجب			[wajaba] 必须，应当〈动〉
أنه			[’annahu] （从属连词，引出“他/它…”从句）〈连〉
أمر			[’amr] 命令〈名〉
كيّف			[kayfa] 怎样，如何〈副〉
سوف			[sawfa] 将要（表将来）〈助〉
حسنًا			[ḥsnanā] 好，好吧〈叹〉
أيّ			[’ayy] 任何的；任何〈名〉
لي			[lī] 为了我；归我所有〈助〉
إذا			[’idhā] 如果，假如；突然〈连〉
عندما			[‘ndmā] 当…的时候〈连〉
كانت			[kānt] 她（过去）是〈动〉
الأمر			[āl’amr] 命令〈名〉
لماذا			[lmādhā] 为什么〈副〉
عد			[‘add] 数；计数〈动〉
حتى			[ḥattā] 直至，甚至，为了〈介〉
ها			[hā] 嘿；哈〈叹〉
كذلك			[kadhālik] 同样；也；如此〈副〉
ربّما			[rubbamā] 也许；大概〈副〉
لو			[law] 假如；要是；倘若〈连〉
إن			[’inna] 确实，真的（句首强调词）〈连〉
شخّص			[shakhkhaṣa] 诊断；确诊〈动〉
أيّن			[’ayyn] 确定日期；查明时间〈名〉
أريد			[’aryd] 我想要；我愿〈动〉
عضّ			[‘aḍḍa] 咬；叮咬〈动〉
صحيح			[ṣaḥīḥ] 正确的；真实的；合适的〈形〉
مثّل			[maththala] 代表；扮演；作为…的例子〈动〉
دي			[day] 总督〈名〉
أحدّ			[’aḥdd] 灵敏的；尖锐的〈形〉
له			[lahu] 他的；属于他〈代〉
أكثر			[’akthr] 更多的；此外的〈形〉
الوقت			[ālwqt] 时间；时候；时机〈名〉
جيّد			[jayyid] 好的；良好的；出色地〈形〉
أعلم			[’a‘lm] 通知；使知道〈动〉
آخر			[’ākhr] 另外的；别的；其他的〈形〉
لذا			[ldhā] 因此；所以〈连〉
يمكّن			[yumakkinu] 使能够；使可能〈动〉
أفضل			[’afḍl] 较好的；比较好〈形〉
كلا			[klā] 绝不；两者都不〈副〉
يبدو			[yabdū] 好像；仿佛〈动〉
اليوم			[al-yawm] 今天，现今〈名〉
سبّب			[sabba] 引起；导致〈动〉
غير			[ghayr] 非…；别的；其他的〈名〉
أليس			[’alys] 爱丽丝〈名〉
منذ			[mundhu] 以前；自从〈副〉
الرّجل			[ālrrjl] 男人；丈夫；人〈名〉
واحد			[wāḥd] 一；任何人；一个〈名〉
منزّل			[munazzal] 住宅；居所；被降下的〈名〉
نا			[nā] 我们的（所有格后缀）〈后缀〉
الناس			[ālnās] 人们；人类〈名〉
الكثير			[ālkthyr] 许多；大量〈名〉
أوه			[’awh] 哦〈叹〉
رائع			[rā’i‘] 精彩的；绝妙的；出色的〈形〉
بهذا			[bhdhā] 就这样；关于这个；因此〈短语〉
جدًّا			[jddanā] 令人惊讶地〈名〉
آسف			[’āsf] 抱歉的；遗憾的；惋惜的〈形〉
بذلك			[bidhālika] 因此；就这样〈短语〉
دون			[dūn] 没有；在…之下；除…之外〈介〉
ولا			[wlā] 也不；也没有；或非〈连〉
أني			[’any] 安妮〈名〉
العمل			[āl‘ml] 行动；活动；动作〈名〉
خارج			[khārj] 外面；外部；在…之外〈名〉
يحدث			[yaḥduth] 发生〈动〉
بالطبع			[bālṭb‘] 当然〈短语〉
شكرا			[shkrā] 感谢；谢意；谢忱〈名〉
طبّع			[ṭabba‘a] 使常态化；使合标准；使合规格〈动〉
الطبع			[ālṭb‘] 性情；天性；印刷〈名〉
مرحبًا			[mrḥbanā] 你好；欢迎〈叹〉
لها			[lhā] 为她；属于她；她有〈代〉
هكذا			[hkdhā] 这样；如此〈副〉
المكان			[ālmkān] 地方；地点；位置〈名〉
شكّل			[shakkala] 构成；形成；组成〈动〉
أمي			[’amy] 我的母亲；妈妈〈名〉
لذلك			[ladhālika] 因此；所以〈副〉
اللّيلة			[ālllylah] 今晚；今夜〈名〉
إلهي			[’ilhy] 我的上帝啊；我的神啊〈名〉
الحقيقة			[ālḥqyqah] 事实；现实；现状〈名〉
لـ			[li] 为；给；属于〈介〉
نفسُك			[nfsuk] 你自己〈名〉
حوْلَ			[ḥwla] 关于；在……周围〈名〉
مجرد			[mujarrad] 仅仅的；纯粹的；抽象的；单身汉〈名〉
حقا			[ḥqā] 实在；的确；真的〈副〉
نفّس			[naffasa] 呼吸；使通气；发泄〈动〉
أمور			[’amwr] 事项；事态；事件〈名〉
المنزل			[ālmnzl] 住所；住处；家〈名〉
بالتّأكيد			[bāltt’akyd] 确实地；无疑地；当然〈副〉
الذّهاب			[āldhdhhāb] 去；往；到〈名〉
التّأكيد			[āltt’akyd] 强调；重读；肯定〈名〉
العالم			[āl‘ālm] 世界；学者〈名〉
خلال			[khlāl] 在…期间；穿越〈介〉
لنا			[lnā] 我们的；为我们〈代〉
أوّل			[’awwl] 最初的；最重要的；在最前〈名〉
توقّف			[tawaqquf] 停止；停下来〈名〉
اللّعنة			[ālll‘nah] 诅咒；咒骂〈名〉
داخل			[dākhl] 里面；内部；进入的〈形〉
للغاية			[llghāyah] 极度地；非常〈副〉
عام			[‘ām] 普通的；公共的；年〈形〉
المال			[ālmāl] 金钱；一笔款；财富〈名〉
يعني			[ya‘nī] 意味着；意思是；也就是说〈动〉
متى			[mtā] 何时；什么时候〈副〉
لحظة			[lḥẓah] 片刻；一会儿〈名〉
الشيء			[ālshy’] 事物；东西；事情〈名〉
النّسبة			[ālnnsbah] 比率；比例；百分比〈名〉
نفسي			[nafsī] 我自己；我亲自；我独自〈名〉
طفل			[ṭifl] 儿童；小孩〈名〉
سيدة			[sydah] 女士；夫人；太太〈名〉
أقل			[’aql] 较少的；更少的〈形〉
ثانيةً			[thāniyatan] 秒；第二次；再一次〈名〉
نوّع			[nawwa‘a] 使多样化；使有变化〈动〉
السيد			[ālsayyid] 先生；主人；阁下〈名〉
الحياة			[ālḥayāh] 生活；生命〈名〉
انظر			[unẓur] 看；请看；参阅〈动〉
أشعر			[’ash‘r] 我感觉；我觉得〈动〉
الطّريق			[ālṭarīq] 道路；途径；方法〈名〉
حيث			[ḥayth] 在…的地方；由于；既然〈连〉
ذين			[dhīn] （关系代词）那两个…的人〈代〉
بدون			[bidūn] 没有；无；缺少〈介〉
سنوات			[sanawāt] 年（复数）；多年〈名〉
ثلاثة			[thlāthah] 三；三个〈名〉
وحيد			[waḥīd] 单独的；独自的；唯一的〈形〉
الشّرطة			[ālshrṭah] 警察；警察部门〈名〉
لَكَمَ			[lakama] 用拳打；拳击〈动〉
الفعل			[ālf‘l] 动词〈名〉
الجحيم			[āljḥym] 地狱〈名〉
الأشياء			[āl’ashyā’] 东西；事物〈名〉
تعال			[ta‘āl] 来；过来（祈使）〈动〉
واقع			[wāqi‘] 现实；实际情况；位于…的〈名〉
وضع			[waḍa‘a] 放置；状况；形势〈动〉
بالفعل			[bi-l-fi‘l] 已经；确实；事实上〈副〉
يريد			[yrīd] 想要；愿意；打算〈动〉
